fingerprint,item_index,brand,title,raw_name,product_name,price,model,prompt_version
1858e92c4c5fe55ee0e569479d52629789999b3129ca4abf092ac0bd2797c6e8,0,全家,[商品] 全家 FMC2025春節日系品牌福袋,"： FMC2025春節日系品牌福袋/
499元",FMC2025春節日系品牌福袋,499,gpt-5.6-luna,product-name-v1
18601662011f6f526e8cda5e3337bbc32e694edff0c3fbb9db4604844f43377c,0,全家,[商品] 全家 粉紅醬燻腸起司義大利麵,"：粉紅醬燻腸起司義大利麵/89
        
(區域型商品請註明 試吃試用品請標示價格0元)",粉紅醬燻腸起司義大利麵,89,gpt-5.6-luna,product-name-v1
18687cf13b34c4de59ffa23946dc1fc404292a50c639809132c3dc0d44a017cd,0,全家,[商品] 惡魔乳酪生義大利麵 把青青乳酪還來,"：
惡魔乳酪生義大利麵/99元",惡魔乳酪生義大利麵,99,codex,product-name-v1
187f5fb2e5f984dba809f52fa3f8f221785dc127e844ed80ec66abcad5343dcb,0,全家,[商品] 蜜桃颶風蛋糕,"：蜜桃颶風蛋糕/45

(區域型商品請註明 試吃試用品請標示價格0元)",蜜桃颶風蛋糕,45,codex,product-name-v1
1883f36a93d3131d134663018ed02987354aa2c35d07c6fa99bca92d55a0cf1a,0,7-11,[商品] 光泉午后時光-紅蘊琥珀奶茶/黑曜咖啡拿鐵,"：

光泉午后時光-紅蘊琥珀奶茶/黑曜咖啡拿鐵

原價49，有兩件以上的折扣，剛好拿到i 珍食7折",光泉午后時光紅蘊琥珀奶茶,,codex,product-name-v1
1883f36a93d3131d134663018ed02987354aa2c35d07c6fa99bca92d55a0cf1a,1,7-11,[商品] 光泉午后時光-紅蘊琥珀奶茶/黑曜咖啡拿鐵,"：

光泉午后時光-紅蘊琥珀奶茶/黑曜咖啡拿鐵

原價49，有兩件以上的折扣，剛好拿到i 珍食7折",光泉午后時光黑曜咖啡拿鐵,,codex,product-name-v1
18bff602edf1cbd9ed3ec805741f1c3cd1b23d107a451831540e145d281b9312,0,全家,[商品] 全家 蒜炒橄欖油腿排義大利麵,"：蒜炒橄欖油腿排義大利麵  99元
(區域型商品請註明 試吃試用品請標示價格0元)",蒜炒橄欖油腿排義大利麵,99,gpt-5.6-luna,product-name-v1
18d7efb3a9d1332884b5604a2c36a12d3ecc28189cf5f9ad923ff7e11b78aef6,0,全家,[商品] 全家 滑蛋干貝雞茸粥,"：
75 75乞丐時光52",滑蛋干貝雞茸粥,52,codex,product-name-v1
18d88bace49607ddec4d00be2e2835cc1235a6d64e09152fc3a548d7db4cd8d8,0,全家,[商品] 全家加購飲料造型娃包,"：飲料造型娃包
兩瓶fmc飲料+49加購",飲料造型娃包,49,gpt-5.6-luna,product-name-v1
1916f84fda889b249a5ce9c593f892acac72d88b745c74b6411eab6c22563a95,0,全家,[商品] 全家 Lotte生巧克力派 - 雙層巧克力口味,"：

Lotte生巧克力派 /88折後70元",Lotte生巧克力派雙層巧克力口味,70,gpt-5.6-luna,product-name-v1
19326a69c7e1c359e70e3401267dc4f68c6874454fec49c01645f64ca8f8b90b,0,全家,[商品] 全家 巧克力4折,"：
1）Pergale香檳風味綜合含餡巧克力，折後$60

https://i.imgur.com/tcaJxV3.jpeg

2）特趣焦糖夾心巧克力 增量版，折後$26
3）geisha蓋莎榛果夾心牛奶巧克力，折後$22

https://i.imgur.com/dGr2Vu8.jpeg",Pergale香檳風味綜合含餡巧克力,60,gpt-5.6-luna,product-name-v1
19326a69c7e1c359e70e3401267dc4f68c6874454fec49c01645f64ca8f8b90b,1,全家,[商品] 全家 巧克力4折,"：
1）Pergale香檳風味綜合含餡巧克力，折後$60

https://i.imgur.com/tcaJxV3.jpeg

2）特趣焦糖夾心巧克力 增量版，折後$26
3）geisha蓋莎榛果夾心牛奶巧克力，折後$22

https://i.imgur.com/dGr2Vu8.jpeg",特趣焦糖夾心巧克力增量版,26,gpt-5.6-luna,product-name-v1
19326a69c7e1c359e70e3401267dc4f68c6874454fec49c01645f64ca8f8b90b,2,全家,[商品] 全家 巧克力4折,"：
1）Pergale香檳風味綜合含餡巧克力，折後$60

https://i.imgur.com/tcaJxV3.jpeg

2）特趣焦糖夾心巧克力 增量版，折後$26
3）geisha蓋莎榛果夾心牛奶巧克力，折後$22

https://i.imgur.com/dGr2Vu8.jpeg",geisha蓋莎榛果夾心牛奶巧克力,22,gpt-5.6-luna,product-name-v1
193286319c68801bba4fda147868cb0689a7d50e0ab77405f54bd400b3eb4353,0,7-11,[商品] 7-11 百事檸檬生可樂/剝皮辣椒雞細扁麵,"：
(區域型商品請註明 試吃試用品請標示價格0元)

百事可樂生可樂檸檬口味：嘗鮮價27元
HomealxSN剝皮辣椒雞細扁麵：99元",百事可樂生可樂檸檬口味,27,codex,product-name-v1
193286319c68801bba4fda147868cb0689a7d50e0ab77405f54bd400b3eb4353,1,7-11,[商品] 7-11 百事檸檬生可樂/剝皮辣椒雞細扁麵,"：
(區域型商品請註明 試吃試用品請標示價格0元)

百事可樂生可樂檸檬口味：嘗鮮價27元
HomealxSN剝皮辣椒雞細扁麵：99元",HomealxSN剝皮辣椒雞細扁麵,99,codex,product-name-v1
193d5269be516b380fd70486d7ff541c1b98f05a5e42310ec49a225d595570c2,0,萊爾富,[商品] 萊爾富 韓國魚板條 海鮮口味,：韓國水協會-冷凍魚板條 海鮮口味 (45元),韓國水協會冷凍魚板條海鮮口味,45,gpt-5.6-luna,product-name-v1
193ff2a59a067f9584ce5c3ff3e00337d2ada816bcc82cfe825ed9c7a5fc2a0c,0,7-11,[商品] 7-11 冰草莓糖葫蘆,：冰草莓糖葫蘆/ $85,冰草莓糖葫蘆,85,gpt-5.6-luna,product-name-v1
197632675e54564a521a3e058f3756d210bcbbfefef1b7c8686fe92de4d6937e,0,全家,[商品] 全家越式火腿麵包,：越式火腿麵包/原價65（優惠趣7折),越式火腿麵包,46,gpt-5.6-luna,product-name-v1
19879411bc98449c5a9adcc494e59c53055328e0b4f6e79d65da530987ef05a0,0,全家,[商品] 全家 光泉植物蛋白堅果風味,：光泉植物蛋白堅果風味375ml,光泉植物蛋白堅果風味,,gpt-5.6-luna,product-name-v1
198d176469c00dcf9a7bb5b7a2df6abcb67f40d0f75d8915fabc931bb4f522dc,0,全家,[商品] 全家 椪糖脆脆泡芙,"：
椪糖脆脆泡芙 45元",椪糖脆脆泡芙,45,gpt-5.6-luna,product-name-v1
19b3c8c2a7cc915f9e65721d5de395e9dad927d07eea79c9078ba739255ebb7c,0,7-11,[商品] 7-11伊藤園oiocha檸檬風味綠茶,：伊藤園oiocha檸檬風味綠茶 $49,伊藤園oiocha檸檬風味綠茶,49,gpt-5.6-luna,product-name-v1
19c55a965dfff8994d62a988e9d2e3b13c9e7ec29dfecb1ae7ace7cfc8ef3776,0,全家,[商品] 全家 味味A 排骨雞起司炒麵麵包,：味味A 排骨雞起司炒麵麵包/59元,味味A排骨雞起司炒麵麵包,59,codex,product-name-v1
19db7235a7d3f14985ffc4f0edeb326e88de50956d6593a0b5b0ca21ba99c7af,0,全家,Re: [商品] 全家 海鮮什錦炒麵,全家 海鮮什錦炒麵,海鮮什錦炒麵,,gpt-5.6-luna,product-name-v1
1a0bd881334515e354a8e21edbc809519cf4b4b34d9bc83936cedc6a330b58c8,0,全家,[商品] 全家 金咖哩 泰式綠咖哩雞飯,"：金咖哩 泰式綠咖哩雞飯 89
        
(區域型商品請註明 試吃試用品請標示價格0元)",金咖哩泰式綠咖哩雞飯,89,gpt-5.6-luna,product-name-v1
1a2261a08ccc6d8f32b8f2134966568e8aea20f6ee11c5f0ce2c2ddf33763c43,0,全家,[商品] 全家鐵板滑蛋豬排丼(蟑螂),"：
屯京拉麵聯名
鐵板滑蛋豬排丼$99",鐵板滑蛋豬排丼,99,gpt-5.6-luna,product-name-v1
1a29a6a418eb0104f936f95a20bf7d770d7abb92d90a1ca27b8c18ad126fe893,0,全家,[商品] 全家 黑心雲朵燒,"：黑心雲朵燒/35
        
(區域型商品請註明 試吃試用品請標示價格0元)",黑心雲朵燒,35,gpt-5.6-luna,product-name-v1
1a36fd523c3eead7d1153eefe1e7f18527a2976e72d83f1f61f15ec47d3c6253,0,7-11,[商品],：日本你好Highball 紹興風味調酒/79(3件85折 6件77折),日本你好Highball紹興風味調酒,79,gpt-5.6-luna,product-name-v1
1a45a05746c5bc1481a57f51564521d8e79545dbc4fda7fa2a3f5a163d355a05,0,全家,[商品] 全家 可爾必思The Rich 贊澤濃味,"：39元
        
(區域型商品請註明 試吃試用品請標示價格0元)",可爾必思The Rich 贊澤濃味,39,gpt-5.6-luna,product-name-v1
1a48a866048c62cfb5978f8db3e0b5fa7d48a80444d39f4f2b99baaf3278f525,0,全家,[商品] 全家 桃氣奶霜蛋糕,：桃氣奶霜蛋糕/49$,桃氣奶霜蛋糕,49,codex,product-name-v1
1a4c9a4b748b3eee449f380c48199616812129cb92b8816645be8a0819176ea9,0,全家,[商品] 全家 韓式辛牛義大利麵,：韓式辛牛義大利麵$87(報會員88折),韓式辛牛義大利麵,87,gpt-5.6-luna,product-name-v1
1a510eaab1d1464f87cab05545a7569ef8ff427b498c25a726fefd278d970e51,0,全家,[商品] 葡萄王康普茶-微酵果香,：康普王葡萄茶/35,康普王葡萄茶,35,gpt-5.6-luna,product-name-v1
1a59b23315980594d368d780ff8bc1eb5dcfdfda0355433a8d3a51cec3a4d50e,0,全家,[商品] 全家 杏仁國寶奶茶,"：全家 杏仁國寶奶茶/ 使用優惠券$49
        
(區域型商品請註明 試吃試用品請標示價格0元)",杏仁國寶奶茶,49,gpt-5.6-luna,product-name-v1
1a5f1d34af80131be3dfec119acbb0477c64e492efd7489c9956ad2ed48a1c4e,0,7-11,[商品] 7-11塔塔醬鱈魚排三明治,"：塔塔醬鱈魚排三明治$69 (搭早餐組合$85)
        
(區域型商品請註明 試吃試用品請標示價格0元)",塔塔醬鱈魚排三明治,69,gpt-5.6-luna,product-name-v1
1a5f8cc9dad3bba35a1dc910e2467430f3d6befb12bbbdbcfdaa11be4397c447,0,7-11,[商品] 711 立頓焙茶歐蕾,：立頓焙茶歐蕾 29元,立頓焙茶歐蕾,29,gpt-5.6-luna,product-name-v1
1abb2a395e12e0e10ec16ac98252cd0813fe16b52ba2b4cdfd3f69801dd838d7,0,7-11,[商品] 7-11＆全家泡芙新產品共四款,：草莓泡芙/49元,草莓泡芙,49,gpt-5.6-luna,product-name-v1
1afb3137f9393c4fc8dcc7ccdee0f574faf7ce9cc785ae0e7e23ab1c36f540c0,0,全家,[商品] 全家 泰式綠咖哩飯,：全家 泰式綠咖哩飯$89,泰式綠咖哩飯,89,gpt-5.6-luna,product-name-v1
1aff848226477aa3764e6885d2af27cefffff33e60152c8f126eaf5cdabcc202,0,7-11,[商品] 7-11 多力多滋 皮蛋口味,"：多力多滋 皮蛋口味/50元
        
(區域型商品請註明 試吃試用品請標示價格0元)",多力多滋皮蛋口味,50,codex,product-name-v1
1b1fe1011bba129f4b5e41285a1ab8995c5ca18521d1d41c1c4a213c1e74e031,0,7-11,[商品] 711 抹茶紅豆布蕾,：抹茶紅豆布蕾/$49,抹茶紅豆布蕾,49,codex,product-name-v1
1b3f45b7cfa8655d918b0bbfb9a12dc680063ecde24ab67b41e66a796943cbd8,0,全家,[商品] 全家 薰衣草蜂蜜水,"：薰衣草蜂蜜水/40元
        
(區域型商品請註明 試吃試用品請標示價格0元)",薰衣草蜂蜜水,40,gpt-5.6-luna,product-name-v1
1b475d9bc3a6969a3db17f58463d1b6895a35a67d0490dbc0fa123c1a22d4ae0,0,7-11,[商品] 小七 雞汁香筍 要配飯,：雞汁香筍 /55元,雞汁香筍,55,codex,product-name-v1
1b5f4ef2a459a0b5f4b2e96fefbb75824830372c6fd199729a1ac712787585c8,0,全家,[商品] 全家 生青森蘋果滿餡麵包,：生青森蘋果滿餡麵包/ $39,生青森蘋果滿餡麵包,39,codex,product-name-v1
1b6a7f2bcbe3ae74434469f307094ff263debc59c136abc7218112bc7c85419a,0,萊爾富,[商品] 萊爾富 乳加星球,：77乳加星球含餡巧克力,77乳加星球含餡巧克力,,codex,product-name-v1
1b97604807cfd5cb0828711d7e279c2124654703ef9ca14bd40133d1c80d1fdb,0,全家,[商品] 全家 草莓白巧可可,"：草莓白巧可可 會員59元
        
(區域型商品請註明 試吃試用品請標示價格0元)",草莓白巧可可,59,gpt-5.6-luna,product-name-v1
1bc078a4949f4f47a5af497f8e5c7255f6817638c8f4a8840805362cd20ddd00,0,全家,[商品] 全家 馥芮白咖啡,"：馥芮白咖啡 40
        
(區域型商品請註明 試吃試用品請標示價格0元)",馥芮白咖啡,40,gpt-5.6-luna,product-name-v1
1bc395317196b442504b752ee339c9d407a5fa0882369a770a05ea5bbce60888,0,全家,[商品] 全家現榨西瓜汁/飲料造型娃包,"：全家現榨西瓜汁45元優惠券買一送一
飲料造型娃包+49元",現榨西瓜汁,45,gpt-5.6-luna,product-name-v1
1bc395317196b442504b752ee339c9d407a5fa0882369a770a05ea5bbce60888,1,全家,[商品] 全家現榨西瓜汁/飲料造型娃包,"：全家現榨西瓜汁45元優惠券買一送一
飲料造型娃包+49元",飲料造型娃包,49,gpt-5.6-luna,product-name-v1
1bcc5fa866349c9e2ccb4d3a8ae6fb14f5e4aba80e880c461468b0e55e102144,0,全家,[商品] 全家 康普茶-石榴紅,：康普茶石榴紅氣泡飲 $55,康普茶石榴紅氣泡飲,55,gpt-5.6-luna,product-name-v1
1bd83fe8c9e2ba0bb90aea6ef6ed7653ecf3372e9b22e7d7d5ee5a32ea6725be,0,全家,[商品] 全家沙嗲雞肉,"：沙嗲雞肉 59元
        
(區域型商品請註明 試吃試用品請標示價格0元)",沙嗲雞肉,59,codex,product-name-v1
1bf3c327723b54bf15cc02c2ddd7f59993b7870ad7920c299a923cbeb4b323b0,0,全家,[商品] 全家 可可生甜甜圈,"：可可生甜甜圈/49
        
(區域型商品請註明 試吃試用品請標示價格0元)",可可生甜甜圈,49,codex,product-name-v1
1bf40082252ef864f31ff6ab8325cb8388f289fd5eb8cc02fe536621e9afd4d0,0,7-11,[商品] 7-11  酷聖霜鹹花生奶油霜淇淋,"：  酷聖霜鹹花生奶油霜淇淋 59
        
(區域型商品請註明 試吃試用品請標示價格0元)",酷聖霜鹹花生奶油霜淇淋,59,gpt-5.6-luna,product-name-v1
1c48e741d80ff79e0c7285a21d21b303ea0f926be38bccf71718820ef10ce62e,0,OK,[商品] OK 曠世奇派卡布奇諾大雪糕,"：曠世奇派卡布奇諾大雪糕 49 買一送一
        
(區域型商品請註明 試吃試用品請標示價格0元)",曠世奇派卡布奇諾大雪糕,49,gpt-5.6-luna,product-name-v1
1c6d64b6254e644130d2c377a02174ae9347e767b99f7543403589091a84a1e5,0,全家,[商品] 全家 青森蘋果紅茶閃電泡芙,"： 青森蘋果紅茶閃電泡芙/52元
        
(區域型商品請註明 試吃試用品請標示價格0元)",青森蘋果紅茶閃電泡芙,52,gpt-5.6-luna,product-name-v1
1c88cec58f836e3b478f3e9715fdcdd6782569d6d5b5405e4df98dfda5a10088,0,7-11,[商品] 7-11 福袋 咖波 托特包+泡麵碗,"：咖波福袋 499元
        
(區域型商品請註明 試吃試用品請標示價格0元)",咖波福袋,499,codex,product-name-v1
1c9701e668d068a6a141eacd1b0a9a1e9b0a981477afd4887fb95e41a725f8a8,0,7-11,[商品] 7-11 翻轉肉鬆飯糰,：7-11 翻轉肉鬆飯糰/36元,翻轉肉鬆飯糰,36,codex,product-name-v1
1c9d1f87c907ab76a5d20ba6a6e64375cd1f3d89e9909488678301861f046ee3,0,7-11,[商品] 711 御料小館 紅油雞丁,"：
御料小館  紅油雞丁  59元 (目前買2送1)",御料小館紅油雞丁,59,codex,product-name-v1
1cb80863a49fe3b91863fc701e36e0e3b4035c0d8d0cd3809fc0e199d13c22c9,0,全家,[商品] 全家海鹽可可三明治,"：海鹽花生可可三明治 39元
(區域型商品請註明 試吃試用品請標示價格0元)",海鹽花生可可三明治,39,gpt-5.6-luna,product-name-v1
1cc226be4281031b28c787ae2e2936908514761376ddaa142e0eaa3e12e00ecb,0,全家,[商品] 全家 蜜桃颶風蛋糕,"：蜜桃颶風蛋糕 /45
        
(區域型商品請註明 試吃試用品請標示價格0元)",蜜桃颶風蛋糕,45,codex,product-name-v1
1ceb25ea18c70e30ce56db3139d9af598defdeb8585e5628636fd4d71075cb71,0,全家,[商品] 全家 煙花女義大利麵,：煙花女義大利麵 / 109 元,煙花女義大利麵,109,codex,product-name-v1
1cfa94f60245be820f8820b8a759b05ff48f5487d7309becf81ef22861d5db67,0,全家,[商品] FMC馥芮白咖啡,"：FMC 馥芮白咖啡 /40
        
(區域型商品請註明 試吃試用品請標示價格0元)",FMC馥芮白咖啡,40,gpt-5.6-luna,product-name-v1
1d0adfd8e2102db486977b6b0302b665980eec511330d74f90f047da1cf5d638,0,7-11,[商品] 7-11 椪糖拿鐵,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",椪糖拿鐵,,gpt-5.6-luna,product-name-v1
1d0dd825def75b1532e1f42a3194b0c1fe1b6ab0b52212c66ab03fa9891277bd,0,全家,[商品] 全家 果漾草莓麵包,"：果漾草莓麵包/30
        
(區域型商品請註明 試吃試用品請標示價格0元)",果漾草莓麵包,30,codex,product-name-v1
1d1647376c662eb5313397fc0392df7806283fff8f61ff4f6a3f4b6636206d90,0,7-11,[商品] 7-11 愛餡大亨-巧克力爆漿菠蘿,：愛餡大亨-巧克力爆漿菠蘿 / 45元,愛餡大亨巧克力爆漿菠蘿,45,gpt-5.6-luna,product-name-v1
1d2513ee2e940ced2b1213b848755fcdfe9dde2c8ab2cad949e5953f512a26b4,0,全家,[商品] 全家 芋泥肉鬆球,"：芋泥肉鬆球48$ 友善食光$34$
        
(區域型商品請註明 試吃試用品請標示價格0元)",芋泥肉鬆球,34,gpt-5.6-luna,product-name-v1
1d314f79dee6e47a7947ada0dec57841370e457204f044d0ed59907db606034a,0,全家,[商品] 全家 全明星 果香甘口咖哩飯,"：果香甘口咖哩飯 89元
        
(區域型商品請註明 試吃試用品請標示價格0元)",果香甘口咖哩飯,89,gpt-5.6-luna,product-name-v1
1d3ff319fd55621fb6932b5a08ab97f1c97d1c461d37e0dc796934d464cf8ea5,0,全家,[商品] 全家/草莓牛奶巧克力霜淇淋,：草莓牛奶+巧克力霜淇淋,草莓牛奶巧克力霜淇淋,,gpt-5.6-luna,product-name-v1
1d579e56743349db9e986b49f9de2ad7ef8abcc9e6903556fd161689e4283f11,0,全家,[商品] 焗烤起司肉醬筆尖麵,"：原價89元 會員促79元
        
(區域型商品請註明 試吃試用品請標示價格0元)",焗烤起司肉醬筆尖麵,79,codex,product-name-v1
1d590173495e564937430f954520584d8542282b36dd19fe69cdbc96e9ff7cb9,0,全家,[商品] 全家  minimore芋泥QQ三角蛋糕,： 全家  minimore芋泥QQ三角蛋糕/$48 搭配中杯以上飲品甜點半價,minimore芋泥QQ三角蛋糕,48,gpt-5.6-luna,product-name-v1
1d9c857b9792d456c075c4f4863fadb00d0ba91df444ff9e33d3e87474431176,0,7-11,[商品],：文旦肉肉美式/85 (嚐鮮價75，環保杯再扣5元),文旦肉肉美式,75,codex,product-name-v1
1dd7e4872a114d12d0d148d197531543815f86f09712279edc20cf12fd893adf,0,全家,[商品] 全家 蒜辣燻火腿義大利麵 有79折!,：蒜辣燻火腿義大利麵/89元(優惠價71元),蒜辣燻火腿義大利麵,71,gpt-5.6-luna,product-name-v1
1dee5a9b127de2f34b1d5c7c21c06fd07ee841935984eb669b39813371c463a6,0,7-11,[商品] 7-11 泰式奶茶/橘子霜淇淋,"：7-11霜淇淋/取貨優惠9元
        
(區域型商品請註明 試吃試用品請標示價格0元)",泰式奶茶霜淇淋,9,gpt-5.6-luna,product-name-v1
1dee5a9b127de2f34b1d5c7c21c06fd07ee841935984eb669b39813371c463a6,1,7-11,[商品] 7-11 泰式奶茶/橘子霜淇淋,"：7-11霜淇淋/取貨優惠9元
        
(區域型商品請註明 試吃試用品請標示價格0元)",橘子霜淇淋,9,gpt-5.6-luna,product-name-v1
1df932bb6592e682f4f822bd91a7026698acf8297d5a9b6faed52f249108a268,0,全家,[商品] 全家匠土司三明治-好多蛋/鮪魚起司溏心蛋,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",匠土司三明治好多蛋,59,codex,product-name-v1
1df932bb6592e682f4f822bd91a7026698acf8297d5a9b6faed52f249108a268,1,全家,[商品] 全家匠土司三明治-好多蛋/鮪魚起司溏心蛋,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",鮪魚起司溏心蛋,45,codex,product-name-v1
1e069e8d8be54185c15767396e4777fd918e2afd2ba868f9d825dbea351acbb1,0,7-11,[商品] 7-11 極饗～奮起湖軟燒肉便當,：極饗～奮起湖軟燒肉便當 / 89元,極饗奮起湖軟燒肉便當,89,gpt-5.6-luna,product-name-v1
1e2248673958e7210fec57e291e2f64468021525f987edbfcf42270143f78e3e,0,全家,[商品] 全家糖燻野郎三十天熟成牛飯,：糖燻野郎三十天熟成牛飯99元(會員88折),糖燻野郎三十天熟成牛飯,99,gpt-5.6-luna,product-name-v1
1e3adc127aed59c252aed34a09c913c2685ee39392658b986e47338f4abb6b63,0,全家,[商品] 全家 桑拿蒸兔兔 怎麼可以吃兔兔QQ,：桑拿蒸兔兔/原價30/我搭49組合餐,桑拿蒸兔兔,30,gpt-5.6-luna,product-name-v1
1e4838d3bc5682d5398fb72d79c7c355e9a439528a98f60ab9d5d292bea19109,0,全家,[商品] 全家的 鬆餅豬肉堡,全家的 鬆餅豬肉堡,鬆餅豬肉堡,,gpt-5.6-luna,product-name-v1
1e50166f2dcb50f76e1744ff80fb11ac49b34da66e813ed3fd681cc6b9f66373,0,7-11,[商品] 7-11 春上方塊戚風杯(草莓),"：
春上方塊戚風杯(草莓)/65元

(區域型商品請註明 試吃試用品請標示價格0元)",春上方塊戚風杯草莓,65,gpt-5.6-luna,product-name-v1
1e59a36c3a28d36d8b13e318438215e6509fc85c2791427598553d4f2448ed35,0,7-11,[商品] 711 優菓甜坊可可玉米片奶酪,"：優菓甜坊可可玉米片奶酪/40
        
(區域型商品請註明 試吃試用品請標示價格0元)",優菓甜坊可可玉米片奶酪,40,codex,product-name-v1
1e5be5e2449e4c5fe72b4c64763ce811186dbfbaddec3c65bbaa84ed0223b3c3,0,7-11,[商品] 711 有袋乖乖箱 日本人喜歡耶,：有袋乖乖箱/250,有袋乖乖箱,250,gpt-5.6-luna,product-name-v1
1ea147947d2ab9ec7d164e336fb19fa497e0f494df48bdd171879ad1c4f2706f,0,全家,[商品] 全家 中筒線襪 - 便利商店白（大）,"：中筒線襪 - 便利商店白（大）/ 129元

(區域型商品請註明 試吃試用品請標示價格0元)",中筒線襪便利商店白,129,gpt-5.6-luna,product-name-v1
1eb444a69b9661e38c4fc9a75c390fa56e3a061f3a5b2610f65b92fe9cbf3628,0,全家,[商品] 全家M&M’S 巧克力豆抱枕/蘭姆葡萄霜淇淋,"：M&M’S 巧克力豆抱枕(集章15章兌換)
蘭姆葡萄霜淇淋49元，買一送一",M&M’S巧克力豆抱枕,,codex,product-name-v1
1eb444a69b9661e38c4fc9a75c390fa56e3a061f3a5b2610f65b92fe9cbf3628,1,全家,[商品] 全家M&M’S 巧克力豆抱枕/蘭姆葡萄霜淇淋,"：M&M’S 巧克力豆抱枕(集章15章兌換)
蘭姆葡萄霜淇淋49元，買一送一",蘭姆葡萄霜淇淋,25,codex,product-name-v1
1ec49fad78b635ada5d216009872cd47ca3667d2176ae31e8597b717c39b9c5a,0,全家,[商品] 全家x UCC咖啡牛奶霜淇淋,：全家咖啡牛奶霜淇淋49＄,UCC咖啡牛奶霜淇淋,49,gpt-5.6-luna,product-name-v1
1ece9faf652baaab1973f98046d1d2388b422cc9e25c134fbf04f6bc04815834,0,全家,[商品] 全家 香草芋泥夾心土司,"： 香草芋泥夾心土司  35元
        (區域型商品請註明 試吃試用品請標示價格0元)",香草芋泥夾心土司,35,gpt-5.6-luna,product-name-v1
1ed636ba4e02c4e53edb1ed47e786e52381ff78dc7d7845a58ce8eda14c7002e,0,全家,[商品] 全家 維也納奶油餐包回歸了,：維也納奶油餐包 39元,維也納奶油餐包,39,codex,product-name-v1
1f15f243770101cbe87c5f555f43430abfc27ac83c7575d3c2a2d82fa0c93fc3,0,全家,[商品] 全家 紅心芭樂牛奶,"：紅心芭樂牛奶 /59
        
(區域型商品請註明 試吃試用品請標示價格0元)",紅心芭樂牛奶,59,codex,product-name-v1
1f1ba5e37894a3ae7e09ff58aa62971d98edd1499c745fadbd9e84e8add5679b,0,全家,[商品] 全家-Oishi勁辣口味洋芋片（慎入）（辣）,"：

Oishi勁辣洋芋片（印尼進口）/89元

https://i.imgur.com/v8Wj8X7.jpeg",Oishi勁辣洋芋片,89,gpt-5.6-luna,product-name-v1
1f27e125caff921d3c59e8974ee14428ef005d83af50cc43c8dbbbb2cef2bd50,0,全家,[商品] 全家 肉鬆遇見泥飯糰,：肉鬆遇見泥飯糰 49元,肉鬆遇見泥飯糰,49,gpt-5.6-luna,product-name-v1
1f4c73c338ed975c0e9a92b57e41ce292c7b874656bbedcdc47fd49a0857329e,0,全家,[商品] 全家 重乳草莓奶茶、檸檬紅茶三明治,"奶茶$38（優惠券買一送一）、三明治友善價$28（原價$39）
(區域型商品請註明 試吃試用品請標示價格0元)",重乳草莓奶茶,38,codex,product-name-v1
1f4c73c338ed975c0e9a92b57e41ce292c7b874656bbedcdc47fd49a0857329e,1,全家,[商品] 全家 重乳草莓奶茶、檸檬紅茶三明治,"奶茶$38（優惠券買一送一）、三明治友善價$28（原價$39）
(區域型商品請註明 試吃試用品請標示價格0元)",檸檬紅茶三明治,28,codex,product-name-v1
1f524af3fce28c1cb276e8099e450e80de569694bf2fe3f5c1f4d3b0b7247f8f,0,7-11,[商品],"：
烤雞纖榖時蔬沙拉餐/原價99元/i珍食79元
        
(區域型商品請註明 試吃試用品請標示價格0元)",烤雞纖榖時蔬沙拉餐,79,gpt-5.6-luna,product-name-v1
1f79d72df353352fe3694cbac9f51d1e2a8e2ce351427282422fb23d4e82b178,0,萊爾富,[商品] 萊爾富 厚豬排飯/99元,：厚豬排飯/99元,厚豬排飯,99,gpt-5.6-luna,product-name-v1
1f7e15ddf7a8b8846c2982ad615c819198cc60f1fd39bc07aeb4b17fac795727,0,全家,[商品] 全家 肯瓊風味雞胸肉棒,"： 肯瓊風味烤雞胸棒
原價49元
新品嚐鮮價45元",肯瓊風味烤雞胸棒,45,codex,product-name-v1
1f877202a21cde3e482ddaf5b5bf3e43c02780b28cb77b6ffb219017c49704bb,0,全家,[商品] 全家 芒果大福,"：芒果大福 42
        
(區域型商品請註明 試吃試用品請標示價格0元)",芒果大福,42,gpt-5.6-luna,product-name-v1
1fc33a6a9cccbc97189bcd1153b873847723067c6bb53363174ff6a3efac7be9,0,萊爾富,[商品] 萊爾富 白醬蛤蠣義大利麵 / 厚雞排飯,"：厚雞排飯/99
        
(區域型商品請註明 試吃試用品請標示價格0元)",厚雞排飯,99,gpt-5.6-luna,product-name-v1
1fc6c71872da48ec5142502a6da7608379efadb31f183bd2ff0a76fe69ea5cfc,0,7-11,[商品] 小七 小熊維尼蜂蜜派對一番賞,"：小熊維尼蜂蜜派對一番賞/一抽285元
        
(區域型商品請註明 試吃試用品請標示價格0元)",小熊維尼蜂蜜派對一番賞,285,gpt-5.6-luna,product-name-v1
1ffa0571c2c13909c9f45603475cd73dc7600be0636cda4750372802dc19c27e,0,全家,[商品] 全家 皮蛋辣拌麵,"：皮蛋辣拌麵  89
        
(區域型商品請註明 試吃試用品請標示價格0元)",皮蛋辣拌麵,89,gpt-5.6-luna,product-name-v1
