fingerprint,brand,product_name,positive_rewrites,negative_rewrites,positive_body_rewrites,negative_body_rewrites,model,prompt_version
1bee811dea8f4d930ab26946db5ad11295d868f302237e231a4de5d128288f87,全家,仙仙仙草霜淇淋,"[{""source_index"":9,""text"":""仙草味夠重，吃起來清爽""},{""source_index"":57,""text"":""吃起來像仙草凍奶茶""}]","[{""source_index"":28,""text"":""太甜，仙草味又淡""},{""source_index"":53,""text"":""有感冒糖漿的化學感""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1c1d23a51102904cf236d682a33001f15f6233b879f4c68f83dce2da135fb79d,全家,薄荷巧克力麻吉麵包,"[{""source_index"":17,""text"":""冰冰吃真的好吃""},{""source_index"":18,""text"":""吃起來像ANDES""}]","[{""source_index"":3,""text"":""薄荷膏狀像牙膏""},{""source_index"":14,""text"":""薄巧愛好者也不推薦""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1c3a301a0afc8ebc3a4e7171f789c9f430674e83cef8f93940a7619127fb299d,全家,巧克力派司,"[{""source_index"": 9,""text"": ""比小七好吃，微波十秒很讚""},{""source_index"": 10,""text"": ""冷凍後會變脆""}]","[{""source_index"": 3,""text"": ""現在變小又乾，買過很失望""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1c4b7b5ce1ab27ff6b672a04f70f763b9380c2b263d0ad1f06bdf8ab72e931cd,7-11,LADEARS紅烏龍達克瓦茲,"[{""source_index"":12,""text"":""甜度可接受，有杏仁與茶香""},{""source_index"":1,""text"":""好吃而且會回購""}]","[{""source_index"":20,""text"":""茶味很香但真的很甜""},{""source_index"":8,""text"":""感覺份量偏小""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1c62820517f9fc501b8174498f06f4286b819aaaffcf684a22cd021edc68ceb2,全家,南非國寶茶,"[{""source_index"":2,""text"":""特價時會回購""},{""source_index"":3,""text"":""喝起來像無糖仙草茶""},{""source_index"":11,""text"":""冰一點更好喝""}]","[{""source_index"":26,""text"":""紅棗味明顯，較不像國寶茶""},{""source_index"":18,""text"":""喝一瓶後半夜有便意""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1c8253f383ce9557de8fce51ef9bd57655cfaac33223dac1cb0aff043225f9ee,全家,貓貓尾巴捲蛋糕,"[{""source_index"":7,""text"":""造型有點可愛""}]","[{""source_index"":1,""text"":""無折扣時很難下手""},{""source_index"":3,""text"":""蛋糕捲調味很糟""},{""source_index"":4,""text"":""蛋糕偏乾，口味普通""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1c8fee637422768f5861d5bbd1e908a864a22f6f314b98aa115c1c3b2b8e8862,全家,阿里山烏龍,[],[],"[{""source_index"":5,""text"":""沒有茶的澀味或苦味""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1c92b4a55ce62fdb5292f009e8dea9917ccd659f06f6d22bfae0874e07dc98d1,7-11,星級饗宴煙燻鮭魚冷麵,"[{""source_index"":16,""text"":""鮭魚好吃""}]","[{""source_index"":6,""text"":""鮭魚份量太少""},{""source_index"":22,""text"":""味道普通，百元以上不值得""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
1cb31663079cf1c00870a679765a0392de44a9ffc6e3a5926227af5b35ebef5d,全家,錦霞樓胡椒豬肚排骨湯,"[{""source_index"":0,""text"":""胡椒味很讚，會回購""},{""source_index"":2,""text"":""喝完身體很暖""},{""source_index"":14,""text"":""好喝而且熱量低""}]","[{""source_index"":1,""text"":""豬肚只有兩塊，內容偏少""},{""source_index"":6,""text"":""69元但料比手搖飲還少""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1cd9e48c0efe5185e3912825546110dd9a1455a215f9c23d631b581c72ccb31b,萊爾富,生乳你個布丁,[],"[{""source_index"":10,""text"":""配方含有酒精""},{""source_index"":11,""text"":""多次到店仍買不到""}]","[{""source_index"":7,""text"":""偏奶酪口感，沒那麼膩""},{""source_index"":11,""text"":""特價一個30元""},{""source_index"":17,""text"":""為了這甜點找店不會後悔""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1cddff4c1403a4edbd184f32114bb5687b95efbebcd45b7889533a5b14eca35f,全家,萊姆葡萄乳酪軟歐,"[{""source_index"":3,""text"":""不太甜，吃起來喜歡""},{""source_index"":4,""text"":""麵包有嚼勁，兩顆方便控量""}]","[{""source_index"":8,""text"":""內餡偏少，沒什麼蘭姆酒香""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1d0867a968179bb31ed79a060337e85c3c658b2387a188afeb9e159f92a42646,7-11,乖乖香辣,"[{""source_index"":1,""text"":""夠鹹但不辣""},{""source_index"":9,""text"":""復刻後味道仍一樣好吃""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1d1965660c8c840ddeb18357e9c8a4a730bb8965864f5ade0d383f7e116e5d3e,7-11,這不是菠蘿麵包,"[{""source_index"":16,""text"":""愚人節造型很有創意""}]","[{""source_index"":9,""text"":""只有菠蘿皮，像餅乾不是麵包""},{""source_index"":14,""text"":""像餅乾，口感太紮實""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
1d31cd7392c85e8782c79b33c0ae99f150f77a59122490943a1b422c0afffca2,7-11,乖乖玉米脆條蘋果牛奶,"[{""source_index"":3,""text"":""蘋果牛奶味道很還原""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1d321a95d20761ee1d58d0378cfcd8e497cd682bae16996bc0a0800daee38ce5,全家,大戶屋日式烏龍拌麵,"[{""source_index"":2,""text"":""麵條入味，吃起來很喜歡""}]","[{""source_index"":0,""text"":""烏龍麵偏軟""},{""source_index"":1,""text"":""烏龍麵很鹹""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1d57a58d1038150f78181f457ee8404849fdafdfbe683ade5401b9032f4b64e8,全家,山真海味台式海鮮粥,"[{""source_index"": 4,""text"": ""覺得好吃，會回購""}]","[{""source_index"": 1,""text"": ""味道偏鹹""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1d7b0bd2a959e79951b772c4d020e91e1904bd5ea394440df697b7fb717ab691,全家,粉紅醬鮮蝦細扁麵,[],[],"[{""source_index"":8,""text"":""酸度比前款更明確""},{""source_index"":9,""text"":""吃得到明顯蝦味""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1d931b455aaca5c8ef006d3fdbc0a2c7867aa86537d6a10a7eba9fd8ce232f17,7-11,珍珠烘焙火烏龍奶茶,"[{""source_index"":1,""text"":""甜度剛好，風味像手搖""},{""source_index"":11,""text"":""珍珠好吃""},{""source_index"":18,""text"":""特價時會回購""}]","[{""source_index"":12,""text"":""甜到幾口就喝不完""},{""source_index"":19,""text"":""不是鮮奶，喝起來不推""},{""source_index"":21,""text"":""冰塊融化後水水的，沒茶味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1d9dc2d62e749783c847d470d955354f54639a809e0495c9c57d434762ec2359,全家,藍莓乳酪丹麥,"[{""source_index"":3,""text"":""好吃又不膩""}]",[],[],"[{""source_index"":0,""text"":""丹麥麵皮偏乾""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
1de278ff50ef1b54742813a3e1f6537111d3dbf76556409c9454481e196e6068,全家,贅沢巧克力霜淇淋,"[{""source_index"": 22, ""text"": ""巧克力味濃，微苦而好吃""}, {""source_index"": 81, ""text"": ""巧克力偏苦，可搭牛奶調和""}, {""source_index"": 84, ""text"": ""4支98元，一週吃完""}]","[{""source_index"": 39, ""text"": ""霜淇淋份量太少""}, {""source_index"": 57, ""text"": ""這檔霜淇淋融化特別快""}, {""source_index"": 65, ""text"": ""味道像可可粉，顯得廉價""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1df1d92553740c16ddd9de104073bcd45f9f3004b63977b3a0edc6d594f23de3,全家,生青森蘋果滿餡麵包,"[{""source_index"":4,""text"":""每口都吃得到果醬""}]","[{""source_index"":2,""text"":""果醬太甜膩""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1df3ffc55140d7ef8b52ab427c93e38a351c79f3a4abd926a6d7e41f7c2686a7,全家,無敵家濃厚豚骨拉麵,[],"[{""source_index"":1,""text"":""129元太貴""}]","[{""source_index"":4,""text"":""叉燒厚度有誠意""},{""source_index"":6,""text"":""麵體沒有軟爛""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e1868150442dc06e242c2845c68982dda856b74aaa26c7944a0ca67f333c47e,7-11,愛餡大亨軟法,"[{""source_index"":2,""text"":""巧克力軟法好吃，不會太甜""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e3a793c5f07a4b56b87055b4ff82e0b1730da1c1ab3abd41bf5d778ba17b838,全家,藍莓大福,"[{""source_index"":12,""text"":""藍莓大福有完整水果""},{""source_index"":21,""text"":""藍莓大福配茶合適""}]","[{""source_index"":15,""text"":""不習慣白豆沙，仍偏好紅豆""},{""source_index"":17,""text"":""藍莓與豆沙口感不太搭""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e484c277b70331a8f7f6852dd00566b495416862c10109f1efe336a72745162,全家,度小月擔仔炊粉湯,"[{""source_index"":2,""text"":""湯頭不錯、不油，蒜味加分""}]","[{""source_index"":1,""text"":""吃過但不會回購""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
1e4e21def0e8f605cc68817f1ca7147adb823e0f4c71a76939b2028d5931ea0e,全家,海苔肉鬆沙拉麵包,"[{""source_index"": 0, ""text"": ""肉鬆沙拉麵包28元很划算""}, {""source_index"": 12, ""text"": ""肉鬆加美乃滋很讚""}]","[{""source_index"": 5, ""text"": ""麵包體偏乾""}, {""source_index"": 17, ""text"": ""整體偏鹹甜又油""}, {""source_index"": 18, ""text"": ""價格漲到35元""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e520e420f56050861287c5ddf92bf1eca6afc09d2c67a6590beddd982c403cd,全家,美莓奶霜蛋糕,[],[],"[{""source_index"":8,""text"":""戚風蛋糕口感濕軟""},{""source_index"":9,""text"":""沾草莓醬好吃，適合當點心""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e52aa45bd154de9842262224db820eb8591942236170b7c16cc404d7b6df6f0,全家,金必士動物造型汽水糖,[],[],"[{""source_index"":2,""text"":""汽水味淡，咬碎後味道較濃""},{""source_index"":3,""text"":""優格味較明顯，乳香較重""},{""source_index"":4,""text"":""適合大班以上小朋友，也能認識動物""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e6b682aa41e108e039ed20c941ed7ae2e5dfaebdf60fc812a10cd95d156a831,7-11,焗烤奶油蝦仁通心粉,[],[],"[{""source_index"":1,""text"":""奶香味足，蝦仁Q彈""},{""source_index"":9,""text"":""蝦仁有真蝦口感""},{""source_index"":10,""text"":""醬汁份量較多""}]","[{""source_index"":3,""text"":""份量偏少，幾小時後就餓""}]",gpt-5.6-luna,comment-picks-v2-rewrite
1e76278331fd99082cdf7294747bbc8826c3ac79f766cc9f9affa47aabe67acd,全家,Niseko北海道紅豆煉乳雪糕,[],[],"[{""source_index"":0,""text"":""煉乳餡融化像流心，紅豆牛奶雪糕好吃""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e8577c2212fc5970bfcdff93fc9c757da20d29ee6f3eceb1d605bc0b0b4bfd0,全家,仙草霜淇淋,"[{""source_index"":0,""text"":""仙草比可樂霜淇淋更好接受""}]","[{""source_index"":2,""text"":""味道沒記憶點，吃完不想回購""},{""source_index"":3,""text"":""比仙草蜜甜膩，真的難吃""},{""source_index"":5,""text"":""可樂比仙草好吃，仙草難吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1e9927226d20f030ae6dbc59a14efcb1266f0734c7d89335e53ada9820539205,全家,珍珠奶茶泡芙,"[{""source_index"":1,""text"":""珍珠冷凍後仍軟Q""},{""source_index"":22,""text"":""珍奶泡芙是我回購最多的泡芙""},{""source_index"":24,""text"":""好吃，而且不會太甜""}]","[{""source_index"":4,""text"":""泡芙皮不佳，內餡沒茶味""},{""source_index"":12,""text"":""皮軟爛，內餡味道怪又膩""},{""source_index"":26,""text"":""泡芙皮軟爛，口感差不回購""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
1e9fa8a338cff05f2e9ce89e06c1cfcf1d7aa7d997e8bf028fe8e47a80eac885,7-11,台中風味控肉飯,"[{""source_index"":0,""text"":""控肉味道夠""},{""source_index"":8,""text"":""筍乾味道不錯""},{""source_index"":44,""text"":""肉好吃但價格偏高""}]","[{""source_index"":15,""text"":""筍乾少，吃起來空虛""},{""source_index"":19,""text"":""89元才會考慮，109元不買""},{""source_index"":18,""text"":""控肉偏肥""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1ea4ba8a4cf08354696bd65625c7985fba546ded03a190d069506b63f783f9ba,萊爾富,漂浮巧克力歐蕾,[],"[{""source_index"":0,""text"":""灑粉含糖又太少，沒有恐龍美祿的滿足感""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1eaaa91d71db2bde77fed0ce2528d1863d661d1095140c114f3fb2c1af301503,7-11,芒果慕斯,[],"[{""source_index"":2,""text"":""味道像芭樂汁，讓人難以言喻""}]","[{""source_index"":0,""text"":""芒果和牛奶搭配合味""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1eb96518066365c9bbab59b19c2866444aa0dc7bee9170fe5ef850d3d30dc323,全家,贅沢巧克力,[],[],"[{""source_index"":4,""text"":""巧克力帶微苦味""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1ed6a552cd3dd0baed8b69ff070a31f38b541c1c607ae18e8b75f712fe210c35,7-11,抹茶紅豆布蕾,[],[],"[{""source_index"":3,""text"":""抹茶不苦，紅豆不太甜""}]","[{""source_index"":1,""text"":""口感比較像奶酪""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
1ef6f4778c6f13d23eff0fbd151066b1d898e8182aa4bd7662f093b245738cdf,7-11,黑糖發糕,[],"[{""source_index"":2,""text"":""像黑糖蛋糕，沒有發糕Q感""}]","[{""source_index"":4,""text"":""甜度不高""},{""source_index"":9,""text"":""蒸熱後會更好吃""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1efa43c96e2970aac6d9a3bfb4dc1f84be59b04e93e438208e9ce8c51579ac6c,7-11,玉米起司蛋餅,"[{""source_index"":0,""text"":""附油膏，味道還不錯""}]","[{""source_index"":4,""text"":""不如早餐店現煎的蛋餅""},{""source_index"":5,""text"":""價格偏高""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
1f2767fe5131ad25d07f7755f719b3b34e0cb1d778ea6efc1e9c0a9a05b7ce2b,全家,WAT公屋氣泡雞尾酒,[],[],"[{""source_index"":5,""text"":""茶香尾韻很明顯""},{""source_index"":6,""text"":""以超商雞尾酒來說層次豐富""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1f346c56c5b89c7f2fb8abb89c059b84e13ed3b5a6cc07a0753f8d61c000a154,7-11,台虎MLB直球對決拉格,"[{""source_index"":2,""text"":""價格不錯，日常可當汽水喝""}]",[],[],"[{""source_index"":11,""text"":""這款拉格可能太淡""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
1f51196edd37abe11bbce362e1e6fcfb72fcbd9b72b3527accdf5aa940a0c92a,全家,蔥鹽雞肉麵沙拉,[],[],"[{""source_index"":5,""text"":""麵條好吃""}]","[{""source_index"":3,""text"":""醬料偏酸鹹，雞肉小又柴""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
1f681265abfcedf3540307506181bd503bf6165925d4bcb85406507f833e118b,萊爾富,SANGARIA蜂蜜檸檬風味飲料,[],"[{""source_index"":1,""text"":""檸檬果汁僅1%，水和糖超過98%""},{""source_index"":7,""text"":""覺得蜂蜜味不天然""}]","[{""source_index"":4,""text"":""黃檸檬香氣，酸味不強""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1f7cc182f513a7a68fd41f1f29982e0cac6682eeeb5c5b090050a896bb3637e3,全家,香蒜胡椒肉骨茶麵,[],[],"[{""source_index"":6,""text"":""肉很軟，入口即化""}]","[{""source_index"":5,""text"":""價格偏高，但湯頭很濃郁""}]",gpt-5.6-luna,comment-picks-v2-rewrite
1f8aea39d523de2ad6b1c2b52e93a1b22c0ffe16e1393d69bad2355c829ea1b0,7-11,吉伊卡哇番茄飯糰,[],[],"[{""source_index"":2,""text"":""味道像小時候的番茄炒飯""},{""source_index"":3,""text"":""內餡有肉末和玉米""},{""source_index"":5,""text"":""加熱後應該更好吃""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1fcb80a19b7bb53b3f6366ef7daefcac7a76871c17e8d2f4ef8ecdff262a807a,全家,蝦仁炒飯,[],"[{""source_index"":0,""text"":""109元的蝦仁炒飯偏貴""}]","[{""source_index"":6,""text"":""飯量很多""},{""source_index"":7,""text"":""整體味道尚可""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1fcf2f872652b9cec90961ac21edd31bcab69e5a7b5d6a960a654aec71f5705e,7-11,樂事榴槤洋芋片,"[{""source_index"":1,""text"":""先有榴槤味，後轉成原味洋芋片""}]","[{""source_index"":4,""text"":""不愛榴槤的人建議避開""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1fd6c20d57f7a01d1aab88b16a5c9204d12cb0d5617de6b4c2dee870bd9dfcb0,全家,韓國果實冰茶Highball,[],[],"[{""source_index"":6,""text"":""裡面有不少芒果塊""},{""source_index"":7,""text"":""酒感不高，像芒果紅茶""},{""source_index"":9,""text"":""喜歡梅酒的人覺得好喝""}]","[{""source_index"":10,""text"":""價格真的太高""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
1fded0c69716ba100a9556d82318d44f926a4457d8e5673a98ed9ce0691ed921,7-11,維力炸醬拌麵堡,[],"[{""source_index"":12,""text"":""味道太淡，要加美乃滋""},{""source_index"":14,""text"":""麵偏鹹，份量又少""}]","[{""source_index"":4,""text"":""可省下泡維力炸醬麵的時間""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1fe71c3cd84d232e17e5bc4f11845d622d31ad825e2ccf950788aa0fc10ef34b,7-11,香鑽水果茶,[],"[{""source_index"":1,""text"":""果肉幾乎沒有""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
1ffb519ad7f13b1a243bca5e63f5e4bc8c155d7f69f92744ed9492bc74f332b6,全家,濃蕃茄火腿蛋包飯,"[{""source_index"":3,""text"":""飯好像帶奶油味，黏黏但好吃""},{""source_index"":6,""text"":""愛心火腿造型有創意""},{""source_index"":12,""text"":""番茄味濃，酸得過癮""}]","[{""source_index"":8,""text"":""少了肉香，味道不合口味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
2021875d4912a75a969a48fc3a6d47614aee7d89710b31b0548eb53a7b5a78e8,萊爾富,綾鷹濃口綠茶,[],[],"[{""source_index"":3,""text"":""茶味濃厚但不苦澀""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
20295961a3eb52e62f8995d6dc32a2faa1709c37f6b82e08e5c87ad2d554d778,全家,愛恨蔥蔥麵,[],[],[],"[{""source_index"":5,""text"":""蔥蔥麵像一般拌麵，醬汁偏鹹""},{""source_index"":7,""text"":""需加配菜或肉片才有飽足感""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
202a2d1cfbd26f7f77aa92130f1fc8d19134e156a8b3f5c066597a91533d9aa2,全家,喵咪布丁風味奶油包,"[{""source_index"":4,""text"":""奶油包加熱更好吃""},{""source_index"":5,""text"":""奶油多，麵包不乾不膩""},{""source_index"":9,""text"":""內餡多，回購多次""}]","[{""source_index"":1,""text"":""內餡仍然偏少""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
205267a97d214d59617e14a96c9e20fbc6ac946afa21ef21cd8afc2d428fc03b,萊爾富,炙烤牛三角飯糰,"[{""source_index"":0,""text"":""飯糰的米飯好吃""},{""source_index"":1,""text"":""飯糰看起來比較飽滿""},{""source_index"":3,""text"":""內餡實在，會一直回購""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
205ad7628390254c424dea526fa3d42e6ff07d74ef83e4cbe26c4a391ee9e050,7-11,貓尾巴造型焦糖生乳捲,[],[],"[{""source_index"":10,""text"":""小七鮮奶油較滑順""},{""source_index"":11,""text"":""吃得到焦糖味""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
2097d6c92d501bedc6e0a1b66d3e6553bb5b74cdc99ccf5c8df0192d925f1f59,全家,黑胡椒燻火腿義大利麵,"[{""source_index"":1,""text"":""天使細麵口感好""}]","[{""source_index"":0,""text"":""份量很少""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
20b0693ff6dc549d36d86149d01fb1d817db38743e5a2262f0125eb093531b35,萊爾富,韓式辣醬鮪魚夾心土司,[],"[{""source_index"":7,""text"":""會辣""}]","[{""source_index"":1,""text"":""輕微辣帶麻，吃起來好吃""},{""source_index"":2,""text"":""早餐沒胃口可用來開胃""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
20bb309cec44f268c62e1c9efa56e7dc7fbf7d88b465b2cc0d9a7a4aff3d39e6,全家,超級瑪利歐矽膠杯墊,"[{""source_index"":19,""text"":""杯墊可愛""},{""source_index"":28,""text"":""用半個月，質感不差""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
20cb15ce08c1a557233fc07e176187f3db14d3b069ddd8efdb677203cbb138c6,全家,番茄奶油雙醬烏龍麵,"[{""source_index"":11,""text"":""白醬不膩，紅白醬分開吃較好""},{""source_index"":5,""text"":""友善價願意多次回購""}]","[{""source_index"":8,""text"":""友善價才可接受，定價偏高""},{""source_index"":10,""text"":""鈉含量高，份量卻不多""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
20cc57c119f11cae63e0b1d17540757a9fa2ff6954c56965fa2fa57e40c0f72d,全家,生巧風味餅乾夾心,"[{""source_index"":6,""text"":""餅乾冷凍後很好吃""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
20e10948546a2c2bbb62ecf3b2e7d1a88ea67738e7cef43322ef5d2b6d80dc99,全家,春節福袋,"[{""source_index"":4,""text"":""點數加購有兩種優惠價格""},{""source_index"":8,""text"":""有人認為內容物價值249元""},{""source_index"":14,""text"":""點數加購還送鮮奶兌換券""}]","[{""source_index"":3,""text"":""過年後商品仍維持原價""}]",[],"[{""source_index"":1,""text"":""包裝看起來仍不太耐用""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
20e2d2b0bca334064cd15f1eb268c93a4b8439e2e775c044099c00ff61c8c134,全家,蒜蒜美乃滋蟹味飯糰,"[{""source_index"":3,""text"":""喜歡飯糰本體的調味""}]","[{""source_index"":2,""text"":""飯糰與配料不搭""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
20eccd37200f2c438b180d4c96d1b0cf1f5a622cab8876dad3726e7daaf57664,7-11,泰式打拋豬肉飯,"[{""source_index"":3,""text"":""辣度偏低，怕辣者也能吃""},{""source_index"":25,""text"":""味道好吃，能吃到七分飽""}]","[{""source_index"":0,""text"":""吃起來偏甜""},{""source_index"":1,""text"":""整體偏油""},{""source_index"":9,""text"":""份量少，吃不飽""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
211f203244450b50865d00195b63bff6b77b7336154ee71c74ce782eae76d73a,7-11,地中海風時蔬沙拉餐,[],"[{""source_index"":11,""text"":""蔬菜量少，買小滷時蔬更實際""},{""source_index"":7,""text"":""價格偏貴""}]","[{""source_index"":2,""text"":""有蒜香，配料偏清淡""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
2136d5ef29aac36d0798674139ef85fc8516da9da99011023933c94311ed1132,7-11,酷聖霜野莓馬卡龍,[],[],"[{""source_index"":1,""text"":""偏甜，喜歡甜食者較適合""}]","[{""source_index"":0,""text"":""莓果酸味和馬卡龍甜膩交織，口味微妙""}]",gpt-5.6-luna,comment-picks-v2-rewrite
2138105078affed2185fe890df91f7fd3aae51aba6c0ef1558c90944a343f75e,全家,蔥蔥麵,[],"[{""source_index"":0,""text"":""幾乎看不到綠蔥""},{""source_index"":2,""text"":""蔥蔥麵味道普通""}]","[{""source_index"":2,""text"":""是古早味乾麵""},{""source_index"":3,""text"":""醬油拌蔥油醬""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
214688a49610cd6b80e86be47f4c6a60813fc85af25ed9c6d1409a6dd97164d1,全家,四季春青茶,[],"[{""source_index"":1,""text"":""喝起來像水一樣淡""}]","[{""source_index"":14,""text"":""無糖回甘，喝起來清爽""},{""source_index"":15,""text"":""配重口味漢堡很解膩""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
2152f88a7bd88c7ff54f5796447ae9f8548300999c73cba3699ffdf3e2a3ad9c,全家,光泉植物蛋白堅果風味,"[{""source_index"":4,""text"":""堅果花生味很濃郁""},{""source_index"":22,""text"":""加熱後堅果味更突出""},{""source_index"":7,""text"":""像米漿，但甜度略高""}]","[{""source_index"":35,""text"":""花生比例太高""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
2197de89fbe5713b4a13cd71b28d3ac2195c97b8f72ac1fa59e0bb412c9bc4a1,全家,滑爆可樂霜淇淋,"[{""source_index"":10,""text"":""酸味恰到好處，吃起來解膩""},{""source_index"":22,""text"":""單口味有微酸味，較推薦""},{""source_index"":26,""text"":""像可樂糖加蘇打，味道還不錯""}]","[{""source_index"":8,""text"":""像沒氣的可樂，又甜又不好吃""},{""source_index"":54,""text"":""沒有可樂味，只有酸味""},{""source_index"":44,""text"":""難吃又偏甜""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
2197fc4aaa40a79ad7b7b7c3051b8f21b5e12d02880e5ddc04787ba7859b4ff2,萊爾富,特重蒜辣涼麵,[],"[{""source_index"":1,""text"":""價格快可以買便當""}]","[{""source_index"":4,""text"":""麻醬加醬油味道不錯""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
21a43065fb6bf8ee92fbb9764d706115f248275e61f38993e4efbec55374e1ef,7-11,法老的紅寶石草莓氣泡飲,[],[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
21b3f185d3932937cb75d38109af84e3f18196e8ce603eb50f6d34bfd383beef,7-11,乖乖奶油椰子堡,"[{""source_index"":0,""text"":""奶油椰子堡比預期好吃""}]","[{""source_index"":2,""text"":""椰子口味不膩但帶苦味，兩款都不脆""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
21b884e1ba29b5acf1fbc7e7003eed65ac57534c9f5ddd5b19c9a87eb6942f4b,全家,冰結華麗巨峰葡萄,[],"[{""source_index"":8,""text"":""杯子看起來沒質感""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
21c500bca11cb32730dcf6d227407f0f98659503e41c0f1b5aee489506fcee01,全家,三麗鷗捏捏球,[],[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
21c63d92a3a3aa477754d38a0463ec188f430a16d78035ca2478f9e6b9215916,7-11,懷舊滷雙拼便當,"[{""source_index"":1,""text"":""雞腿很大隻""},{""source_index"":4,""text"":""七折時CP值高""}]","[{""source_index"":3,""text"":""千層麵兩塊太小""},{""source_index"":15,""text"":""雞腿不錯但肉片很薄""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
