fingerprint,post_id,brand,product_name,source_indices,rewrite,model,prompt_version
4ab76890a1c8cae0472b8445f34bdddd008cdffaff45387716878f19d6b9665c,M.1739272955.A.1CE_ucc柚子風味咖啡,全家,UCC柚子風味咖啡,0,好喝但喝不出咖啡味，像柚子氣泡果汁,gpt-5.6-luna,excerpt-v2-rewrite
4acb5407723339f06bdc264ad41a065e804cc61e9209daa047b08cd1ba6120ea,M.1770646354.A.89B,萊爾富,嘉義油飯,0,肉絲多但偏乾，飯量較多且口味相近,gpt-5.6-luna,excerpt-v2-rewrite
4ad4482b73d3edaeed3693dea1439923b8e373ca1cabd8ca3e15f6f093fe71f0,M.1723127700.A.09D,全家,是芭樂系x木瓜牛奶霜淇淋,0|3,芭樂味蓋過木瓜牛奶，最後只滴到一滴,gpt-5.6-luna,excerpt-v2-rewrite
4b394bae1dda50a2ec5558f31d094ff6632eb0e40391eca62173255976f83d7c,M.1721042098.A.FC8_棉被午茉綠慕斯杯,全家,棉被午茉綠慕斯杯,4|6|8,慕斯杯較好吃，需從上挖到底，麻吉餡增加層次,gpt-5.6-luna,excerpt-v2-rewrite
4b582f51bf9de42206665d473d4edf96aa46efcee73d140cd57ad7bd226cf966,M.1762439031.A.0EA,7-11,韓式烤牛肉多彩飯卷,3|4|5,幾乎無調味，吃不出味道且料少,gpt-5.6-luna,excerpt-v2-rewrite
4b61616151a736a905ff4e6451f3606a3f2a42fd9cc417a3b5ce6a929e96e922,M.1754311732.A.63B,7-11,韓國熊津枳椇子活力甘茶,9|10|11,甘味舒服，草本雜糧香，餘甘持久,gpt-5.6-luna,excerpt-v2-rewrite
4b637be6e719653aae1b43042e20b18d8db849563c9cae8b1d9e3707ae6c5427,M.1777274884.A.DFA,全家,紅心芭樂,1|4,喝起來很水，像芭樂水，不推薦,gpt-5.6-luna,excerpt-v2-rewrite
4b6934ef4c94ee5e04dd8d53a01a85f33bf382092d4ab6d87bd0bac56ccbbeb0,M.1746802247.A.383_金色三麥伯爵茶調酒,全家,金色三麥伯爵茶調酒,4|5|6,伯爵茶與琴酒味明顯，茶味重微苦後續乏味,gpt-5.6-luna,excerpt-v2-rewrite
4b8e9618f855d663ae2d8ccae5def39c05105800bef779b7d03f2fc15483a62e,M.1778931190.A.0A9_泰式奶茶,萊爾富,泰式奶茶,0|1,喝起來超甜，冰塊融化後混勻較好,gpt-5.6-luna,excerpt-v2-rewrite
4b8ed721c8d4f98b080ce72288b7859c9136ef8d18e7ec9e53996dbd8a451f87,M.1759825035.A.AC8,全家,德式香腸酸菜燻腸飯捲,1|2,香腸煙燻味明顯、酸菜夠味，但份量少,gpt-5.6-luna,excerpt-v2-rewrite
4b9b20a3e412d4d39576eab4145af9db5c88538b8484677f2049afc06440efb2,M.1753596743.A.05C,7-11,豪華川辣火腿涼麵,1|2,蒜味明顯、微麻辣；火腿表現普通,gpt-5.6-luna,excerpt-v2-rewrite
4bcec18b057771e361f08950b3f5ca8f789bc5935ec68be569268485d6643eb6,M.1748523432.A.853,7-11,極饗奮起湖軟燒肉便當,0,白飯變少，配菜格下方也沒有白飯,gpt-5.6-luna,excerpt-v2-rewrite
4bd8f58cee9ab00acd2c62dbd416bd9cd8e64ec28d01b00c14bb2156b1680880,M.1753973452.A.5AC,7-11,帕瑪森乳酪手撕包,1|2,表皮帕瑪森酥脆，麵包鬆軟但無起司塊,gpt-5.6-luna,excerpt-v2-rewrite
4bdd488cd0fb60ea1e363a850d546d304174859e25796905513cfd68b542d2f6,M.1722001370.A.6E6,全家,香芋牛奶霜淇淋,0|1|2,像古早味芋冰，沒有牛奶味，口感帶雪酪感,gpt-5.6-luna,excerpt-v2-rewrite
4be006867eda2949a96eadc28c8805ef98004ecfa97351d0d50138895fe07b30,M.1763943834.A.9C2,萊爾富,台式海陸炒麵,0|1|5,蝦蛤肉絲配料豐富，炒麵鹹中帶甜,gpt-5.6-luna,excerpt-v2-rewrite
4c002f3ae02cf2a293b7b27c1d5c3d1bf7b03e99ad02f895f72b651a81e42a14,M.1745642440.A.8D9,全家,布丁夾心蛋糕,11|14|16,蛋糕不甜，布丁份量足且口感適中,gpt-5.6-luna,excerpt-v2-rewrite
4c0a56d42f31447d0074357cb7dbfdfee9c8acbe1bf631a236fc3e36114da4c5,M.1732862131.A.FF5,全家,松露和牛包,0|2|4,松露香氣重，和牛感弱但香菇丁多且搭松露,gpt-5.6-luna,excerpt-v2-rewrite
4c10cf3b1f3a9a4f56a9a9849e2ceccf6bbfae51ea02d9a68bbc24d44fd4d8a2,M.1749563223.A.8FF,全家,王子杯麵,5|6|8,味道像清淡版來一客，有可愛魚板，整體一般,gpt-5.6-luna,excerpt-v2-rewrite
4c216c5baa246f3546ba61cef3be604d7b0b62889570e75d6d68e9ae9885bbd8,M.1744175990.A.C48,7-11,HIS&HERS義式布丁,2,口感滑順蛋香綿密，稍甜,gpt-5.6-luna,excerpt-v2-rewrite
4c2897264641e27a718fa03602e608f0d41067e6981c88b40697ad223f6dfffa,M.1779373616.A.69E,7-11,阜杭豆漿饅頭夾豬排蛋,2|3|5,豬排像早餐店，花生醬驚喜，乞丐時光很推,gpt-5.6-luna,excerpt-v2-rewrite
4c5702fad08be191d8e3ce62a02cdb3b4a67f99a241b14f840779cbbd68e34f3,M.1735886893.A.A61,7-11,蠟筆小新電磁爐,4|7|9,旋鈕滑順具鎖溫功能，散熱設計讓人安心,gpt-5.6-luna,excerpt-v2-rewrite
4c6366091ac958ef677daa1a968130c60470adf26341557164ea4bf1d74fa7f5,M.1758711917.A.ECD,7-11,晶華酒店海鮮奶油貝殼麵,6|10|12,貝殼麵口感不錯，扇貝腥，吃到一半偏鹹膩,gpt-5.6-luna,excerpt-v2-rewrite
4c6cfd89a85d704956bb40588f9930a660a6d381cfd8497c34b315a78edd1a15,M.1728427210.A.23E,全家,哈姆起司麵包,0|1|3,起司存在感重，火腿零碎，麵包體口感尚可,gpt-5.6-luna,excerpt-v2-rewrite
4c7429d43c86689eba549e5f20fc5b9cd90083db79cf033035c9c6cae31bd989,M.1741703028.A.4F6,全家,蛋蛋辛蔬麵沙拉,3|4,醬料偏多偏鹹，辣度很夠且開胃,gpt-5.6-luna,excerpt-v2-rewrite
4c75f1bfb7854940b5a8e27597f07f08e70b9f4b919c11150f545c9c04996daa,M.1729074007.A.4FE,全家,滿滿布丁聖代杯,2|5|7,上層布丁Q彈滑順，底層像果凍，偏甜,gpt-5.6-luna,excerpt-v2-rewrite
4c7bb3786deb9f577225a0cf915ef58fe2d4a6b6ccbab2ff1a67b2c876040372,M.1777273813.A.723,全家,魔王愛吃辣雞堡,3|4|5,雞肉較厚，起司辣醬很搭，辣度小辣帶椒麻,gpt-5.6-luna,excerpt-v2-rewrite
4c84d001d4e3aa20e1f3ffd9ab6fa09842d26925e18395a16aebb3dd11e1a0e7,M.1751985981.A.976_香辣滷味,萊爾富,香辣滷味,12|13|14,豬皮好吃份量多，蒜香微辣但口味重,gpt-5.6-luna,excerpt-v2-rewrite
4c957f7015446a50b0ee8454f957abd098381d5475ea164d0044f594b4409629,M.1772524515.A.2E2,7-11,香烤魚排青醬燉飯,0|1|2,魚排似多利魚，青醬好吃，飯稍碎,gpt-5.6-luna,excerpt-v2-rewrite
4c96ffa5199d6e3645747dafa2a411bfed2da15c95f6668432d05b968d41ab72,M.1728123929.A.E82_狗掌卡士達雞蛋糕,7-11,狗掌卡士達雞蛋糕,5|6|7,邊緣酥脆，蛋糕體不乾但卡士達略有油味,gpt-5.6-luna,excerpt-v2-rewrite
4cb91909e92b9230badfeec356c813edfd40f7bd5fb7ddc37f49f362d8daea99,M.1764302556.A.DB9_經典蜜糖q堤,全家,經典蜜糖Q堤,12|13,Q彈口感，糖殼厚度搭麵包剛好,gpt-5.6-luna,excerpt-v2-rewrite
4cbf56e090a257bdc0033bbc97ed4508738dfc4585885e8dbc6b53a30dddeb89,M.1755063648.A.415_韓式麻藥溏心蛋,7-11,韓式麻藥溏心蛋,8|10|14,味道不錯但醬汁偏少，價格略貴,gpt-5.6-luna,excerpt-v2-rewrite
4cf6ce895107b5eabf58d08d5c4258e8a1ea5b8c33d84bce3ceeb3c74db51249,M.1762417002.A.46B,7-11,玫瑰鹽濃焦糖雪淋霜,0|1,非常甜，49元不值得,gpt-5.6-luna,excerpt-v2-rewrite
4d08f8b8f2904defdf77a49b32d823e339aa54be4bde8455630443ac0d5700cf,M.1750186488.A.30E,7-11,極饗客家小炒燴飯,0|1,醬香濃厚又下飯，配料給得大方,gpt-5.6-luna,excerpt-v2-rewrite
4d13ceae2cfab7f42028648432b9787b7f83d27f567354682343fb2c93ae633e,M.1719898367.A.170,7-11,統一布丁霜淇淋,4|5|6,口味似乎變濃，雞蛋布丁味濃但無焦糖,gpt-5.6-luna,excerpt-v2-rewrite
4d16c818af425eac0130b6ff2c3bb20797c05ae5404fa50247a1bbe5777645d5,M.1757674651.A.ADB_美味蟹煲,全家,美味蟹煲,1|3|5,蟹肉約兩三塊，賣相不錯，味道偏甜或沒啥味,gpt-5.6-luna,excerpt-v2-rewrite
4d1b3526eafd11bc331257f91d4190bd2a21083eb96cb653132731339969dce1,M.1730263623.A.F70_韓式泡菜豆腐鍋,7-11,韓式泡菜豆腐鍋,3,湯頭濃郁微辣，但不愛葛粉,gpt-5.6-luna,excerpt-v2-rewrite
4d22a5e39b741bb9abe25c88a81f215c2f6e7db6554783d501d1c6757cb644ae,M.1747025369.A.FC2_檸檬塔,全家,檸檬塔,6|7|8,檸檬塔餅殼脆、味道夠酸而且好吃,gpt-5.6-luna,excerpt-v2-rewrite
4d251ff86c0482c139e68395ba9c26a836ed7391625b082b365aad99b9fa80af,M.1722275243.A.5F7,7-11,府城透抽炒意麵,1|3|4,花枝料足，麵不軟，微辣不甜但酸度偏弱,gpt-5.6-luna,excerpt-v2-rewrite
4d25ffa27e40361f92309fa9ab27d11c916ef16909e1e7916ecf81e676368a94,M.1763374826.A.C58_5min膽大黨茶包式咖啡,全家,5min膽大黨茶包式咖啡,25,咖啡整體不錯，茶包式方便但天天喝偏貴,gpt-5.6-luna,excerpt-v2-rewrite
4d2b33e02cafa1a3bb56785eb23353f58ef4cb31c67401711b6023aba580d00e,M.1718621801.A.432,7-11,現萃茶楊枝甘露,0|1,無椰奶但有椰果，果凍軟爛無口感,gpt-5.6-luna,excerpt-v2-rewrite
4d2ca65e1c45a6428f909e4aa16e808937edd1fa632aa0aa8c3a8038695d7d30,M.1743059115.A.742,全家,薯薯大熱狗,3|4|6,外層又硬又乾，熱狗普通，不推,gpt-5.6-luna,excerpt-v2-rewrite
4d331c1dd24e5d7a3ddb1296149846c9d358ac4f6f9654b3ddb8c13530de8642,M.1745420817.A.C59,萊爾富,狀元雞腿油飯,3|4|7,油飯粒粒分明不乾濕，雞腿嫩且入味,gpt-5.6-luna,excerpt-v2-rewrite
4d6013157e025bb9ee22e5b1ba9413b3a17867efe2f6f6ee5e3ed2a8e1fa1166,M.1724925479.A.C8A,全家,台式海鮮粥,8|9|12,湯頭清淡，含蝦蛤蜊與龍蝦棒,gpt-5.6-luna,excerpt-v2-rewrite
4d8e6b24bbc38e74403127589381c0460ead54bb54f2d2ebc115a32ebc025bdd,M.1728227242.A.CC0,7-11,芋泥肉鬆嫩蛋捲餅,0|1|3,餡料全部偏軟，含芋泥起司肉鬆，個人不喜歡,gpt-5.6-luna,excerpt-v2-rewrite
4dd4ff7be0bbd65a9162997c87c9fc65880a3a788718d8026f203eb6c91f58b7,M.1752218398.A.C02,全家,蛋塔可頌,1|2,可頌外層酥，蛋塔餡不太甜，適合當點心,gpt-5.6-luna,excerpt-v2-rewrite
4e4462091f4ddd75a6c1926f4ddf98cb78310ad5480b41b31af123dad2047578,M.1736315680.A.058,全家,巧克力麻糬泡芙,2|3|4,內餡苦甜，份量少且容易膩,gpt-5.6-luna,excerpt-v2-rewrite
4e5dcfe3659cfcc08a6c926e72180ba2668e7bee37b5751385264ca232c4d2fa,M.1722319032.A.90E,7-11,ohlala黑松露野菇燉飯,1|2|3,松露野菇份量有誠意，味道不死鹹但米飯偏硬,gpt-5.6-luna,excerpt-v2-rewrite
4ea194757ec5246252dc63a239d6dfd77833932f8190513a693f223e11bf301c,M.1735038515.A.0A6,萊爾富,Hi-Life厚雞腿飯,2|3|6,雞腿大塊多汁，99元吃飽划算,gpt-5.6-luna,excerpt-v2-rewrite
4ea302e02ce5f0295834e99f9ca1dc9e5f068e0b9cb96feb74f34ae92444605c,M.1730115961.A.505,全家,焙煎咖哩豆腐牛,1|2|7,看不到牛肉，牛肉咖哩味濃，仍會回購,gpt-5.6-luna,excerpt-v2-rewrite
4ea4f7137605dfb6a0e6d276411028638ea5d5f7aee3aaa96e99adeadb5e1618,M.1767700300.A.20C,全家,羅技福袋,0|3,內容僅耳機與滑鼠墊，讓人後悔,gpt-5.6-luna,excerpt-v2-rewrite
4eb73909d0649fdfe6736f62db5449ee3f6d28af37c397b81a3f3d7c49aebae9,M.1750823741.A.4E1,7-11,樂事地獄辛辣拉麵口味,0|2|3,辣度很高，嗜辣者可能會喜歡,gpt-5.6-luna,excerpt-v2-rewrite
4ee1bf1ca53a60a86b0f60c9c06accf2b0f4865dc8e8edd01a1ab6fb5c8b73eb,M.1729766507.A.717,全家,剝皮辣椒鹽水雞,2|3|6,雞肉份量少，配料多，59元不值,gpt-5.6-luna,excerpt-v2-rewrite
4ee324e38930a7f4dd257a77d7e5f09047cf2529367513dc5a52312dd8242f13,M.1731734112.A.410,7-11,炙烤魚排烏龍麵,7|8|12,麵體偏乾但湯頭好喝，魚排泡湯較剛好,gpt-5.6-luna,excerpt-v2-rewrite
4eef77da3245d6273e9eac7ba1308635021c3d63b4399b15a8e19b7e566c7375,M.1779422438.A.930_媽媽煮藝蒜香綜合滷味,全家,媽媽煮藝蒜香綜合滷味,5|6,內容有豬皮雞胗蛋，豬皮Q且不油,gpt-5.6-luna,excerpt-v2-rewrite
4ef43c1be2cb0ec897f5f94e2cbea43d708d1ec4f3d4cbbdc1165ed22f363e55,M.1748515369.A.D2D,全家,莓好鮮彩握沙拉,0|1,內餡空、容易塌，味道尚可但CP值低,gpt-5.6-luna,excerpt-v2-rewrite
4efc923daf86253a891b9878499bfffe8ff17dc3dfdba96103aa8b4427efd256,M.1743482540.A.D85,全家,SOHOT炎選葡式千層蛋塔,18|20|21,不太像千層，但不油且酥脆，內餡多,gpt-5.6-luna,excerpt-v2-rewrite
4f27ac4dda6c1ae2eb6060d2e78e3257c7e97469331ef969f1fd8803f7510ac1,M.1747404365.A.63B,7-11,原味本舖無加糖麥仔茶,5|7|8,麥味足且清爽，建議冰飲，常溫口感怪,gpt-5.6-luna,excerpt-v2-rewrite
4f5453c410c9c7a349e99affecc9a456354cf1ae56ee9d23d6aa198e5d32e2cf,M.1735825769.A.B00,7-11,黑咖哩雞排烏龍繪麵,0|2|8,黑咖哩不香，細烏龍麵Q，原價偏貴,gpt-5.6-luna,excerpt-v2-rewrite
4f84bd2e8530c358f8796d431ed945ba7382efc2324c5e07c31b131405de2ca3,M.1735967982.A.928,7-11,御料小館虱目魚羹,2|3|4,湯頭鹹香帶油蔥胡椒，魚羹四塊似魚丸，烏醋增酸鹹,gpt-5.6-luna,excerpt-v2-rewrite
4f8c95ab77f8fc915784e7363acbf6b44a0d5edc8a6383aad7b8df80743e9af2,M.1736042138.A.706_蒜蒜美乃滋蟹味飯糰,全家,蒜蒜美乃滋蟹味飯糰,28|29,醬油飯糰配蟹味棒蒜味美乃滋，加熱後不錯,gpt-5.6-luna,excerpt-v2-rewrite
4f8f6bc36c48d1d93dfb93cb955d31750c303b56facb0a6ad17e4110b0cb23a8,M.1760520353.A.B15,7-11,韓國延世大學草莓生乳包,1|2,草莓味像早餐店果醬，壓過生乳味，售價135元,gpt-5.6-luna,excerpt-v2-rewrite
4fa860ee116d0d5b3afdca934bcb0546c2b5063569fd3438a4b9ac10c828dbc0,M.1779963379.A.0E1_抹茶紅豆串糰子,全家,抹茶紅豆串糰子,0|11,糰子評分60分，表現普通,gpt-5.6-luna,excerpt-v2-rewrite
4fa89a9a241cdcd2c765365dd64c05fab2516e1a75387d5427eac1e6ae58477c,M.1745499019.A.1C2,7-11,乾杯炭火燒肉包,2|3|4,包子皮Q不硬，肉餡炭香但偏甜,gpt-5.6-luna,excerpt-v2-rewrite
4fa9a27870bea74a10bf3907adcd81424088e825698715914ca6f36ebcf976ba,M.1773837263.A.D32_金運獅子頭燴飯,7-11,金運獅子頭燴飯,,,gpt-5.6-luna,excerpt-v2-rewrite
4fd940c28b8ea1e23b4fca2649c46a082e24b87df05c5038a9f3a33ed410427b,M.1758324140.A.DD3,7-11,芋泥金沙大福,0|1|2,皮Q、芋泥不膩，金沙像奶黃且鹹蛋黃味淡,gpt-5.6-luna,excerpt-v2-rewrite
4fe51a76c7ea525cf5ed040fdc4be92f9021077df78a7b491560f098adcd0c5e,M.1754298106.A.59D,全家,爆餡藍莓餐包,11|12|15,藍莓醬加奶油，酸度低且不膠，奶油會爆餡,gpt-5.6-luna,excerpt-v2-rewrite
503f378a83ef6d94853656ac7b8703cf5fe7cda72454f36051ee43a0df3513cd,M.1786278045.A.C94,7-11,泰式打拋豬肉飯,0,整體不錯吃，但吃完有些空虛,gpt-5.6-luna,excerpt-v2-rewrite
505bb71ccdf7250bf3ac86113e1bf5be269ad3b31c7dd8507a8d6a022ac812fa,M.1721560032.A.93A,全家,香芋牛奶霜淇淋,0|1,芋頭味不重，甜甜的但沒記憶點,gpt-5.6-luna,excerpt-v2-rewrite
505fd30788f2d1a71f652d80fe61be1c117cfaebabe4efe5fd8c623dbb9fd69f,M.1728206720.A.0ED,7-11,原賞吉士豬肉堡加蛋,1|4|5,馬芬麵包有嚼勁，蛋香、起司表現普通,gpt-5.6-luna,excerpt-v2-rewrite
508beda3146e19f6788b59e7a788e64467af99ce215f34696bec08139ef4f106,M.1745054732.A.24F,7-11,蘑菇雙醬豬排鐵板麵,6|7|8,豬排像里肌，麵體似夜市牛排，黑胡椒不辣,gpt-5.6-luna,excerpt-v2-rewrite
509d8dce7bf6569e869d731151265cb81894300a95c2b107e222cacdfa0a87ab,M.1766667525.A.A90,7-11,吉伊卡哇草莓卡士達麻糬泡芙,0,口味偏甜，可冷凍當冰品吃,gpt-5.6-luna,excerpt-v2-rewrite
50a68c16db8cffcfb9893b9a84badc73146d328f6e9948427690426509913ec4,M.1725505913.A.032,7-11,冰卡布奇諾,5|6|8,奶咖比例合宜，口感近熱卡布且清爽不澀,gpt-5.6-luna,excerpt-v2-rewrite
50a7e62c7baec7e7a90d62ec4d6e980151b102b23f6440af0fe84d5aaaa2f947,M.1737712342.A.9B2,全家,草莓牛奶巧克力霜淇淋,0|1,巧克力味突出、融合草莓香，比單吃更耐吃,gpt-5.6-luna,excerpt-v2-rewrite
50a9ce54209ddcf968efe5fad3dc23a3f817d628558783db79bf63c5b059d915,M.1737383237.A.62F,7-11,HERSHEY'S好時巧克力慕斯蛋糕杯,1|2|6,味道偏苦、奶油少，失望不回購,gpt-5.6-luna,excerpt-v2-rewrite
50ddc3324188478430a1383550bf98b44a760e9926e5820ac6780006811eaf36,M.1725282958.A.719,全家,日式煎茶+焙茶霜淇淋,1|2|3,茶味很淡且不甜，兩種口味難分辨,gpt-5.6-luna,excerpt-v2-rewrite
50f4934129a0412b7eb7b0835cd1eb91e0376df3146f046416ae5b5c1c2428b2,M.1724803727.A.E74,7-11,開心果達克瓦茲,5|6|9,外皮偏硬脆且很甜，開心果香不明顯,gpt-5.6-luna,excerpt-v2-rewrite
50f5bd742564c9a98e84ea370b063b32c457ef92f26c280603b6e0e38dde268d,M.1727614688.A.857,7-11,虎咬獅麥芽咖啡可可,4|9|11,咖啡美祿味偏淡像加水，拌牛奶才勉強可接受,gpt-5.6-luna,excerpt-v2-rewrite
50f9351b41121ec0ceab0724df62bfa92829ddabc9fb4423ff208058b9080fdf,M.1784903487.A.FE4_義美仙草奶凍雪糕,全家,義美仙草奶凍雪糕,5,仙草味明顯、口感綿密，像仙草奶茶,gpt-5.6-luna,excerpt-v2-rewrite
50fbbd95dfcdc6e7a6c48c8df19865b0601ec6f50dfb4ffea463d985758bb534,M.1721016386.A.0E0,全家,檸檬卡士達千層蛋糕,12|17,蛋糕柔軟，檸檬酸甜感偏淡,gpt-5.6-luna,excerpt-v2-rewrite
510d21719c7dc9b5b20ea3bd89b6dfe8cfcb007cc97588a7a7c2f84fafe3afa6,M.1720929873.A.A43,全家,好喝奶茶,0|1,甜到難以下嚥，原價65元不值,gpt-5.6-luna,excerpt-v2-rewrite
51106b6cf3c5bb9ed1d74926ff05e10d59823fb3a2a2a326adea83756870ff08,M.1723374299.A.E69,全家,香辣脆脆麵,1,麵身好吃，但辣度不足,gpt-5.6-luna,excerpt-v2-rewrite
5112e6136b380a22826f1444e0cf0f64850a84e09cd81195ab3a608145a9b9c3,M.1727418163.A.B87,全家,粉紅醬燻腸起司義大利麵,9|12|15,麵量多、口味不太鹹，但粉紅醬其實會辣,gpt-5.6-luna,excerpt-v2-rewrite
5115f7e217ee27de25ec614604f77d918dee9723b338ccea35fffc70ca9347ff,M.1782459218.A.E58,7-11,乖乖玉米脆條,2|3|5,布丁香明顯，帶焦糖味不苦，會回購,gpt-5.6-luna,excerpt-v2-rewrite
511dbf3ba6511ee66c8aec19aad585e8e1472a291a1756b5eec44526efac9338,M.1718669348.A.7FE,7-11,茶茶小王子抹茶生乳捲,4|10,茶味足且內餡偏苦，蛋糕體濕軟,gpt-5.6-luna,excerpt-v2-rewrite
515a4357e4daefb8ce98479fdff323d3c8791da048becbef8a13aebc5af987de,M.1754990404.A.838,全家,辛柚子胡椒雞Q丸,6|7|8,胡椒辣無雞腥，柚香淡，蛋白質18克,gpt-5.6-luna,excerpt-v2-rewrite
5172668e5c0c305c3637284ac602e3bc126264bc17427a8dfa8bf557bfe929fe,M.1765460933.A.E5D,7-11,芒果慕斯,0,芒果牛奶搭配合拍，但口感沙沙且有怪味，不回購,gpt-5.6-luna,excerpt-v2-rewrite
5186551eb6973472c949aef667e679d0109dfbd5ba3bcf4db613ef4112afb832,M.1750945557.A.D35,7-11,牛角炭烤牛燒肉便當,2|3,料少得誇張，打折仍不划算，吃完空虛,gpt-5.6-luna,excerpt-v2-rewrite
51b2eaad70efc6946ce1b63dd733279a4a0ae2fece29375f9f12c232eee7f488,M.1749262344.A.307,7-11,福樂X一手私藏世界紅茶蜜斯茶拿鐵蜜桃風味,1|2,甜度約半糖，蜜桃味不持久,gpt-5.6-luna,excerpt-v2-rewrite
51d673682b54be818fb99b511ba8be3f04e755e302982d2dc64c3486013afe76,M.1759235465.A.701,7-11,爆蛋流心豬肉堡,1|2|3,肉和醬都好吃，109元仍可接受,gpt-5.6-luna,excerpt-v2-rewrite
51d747b6aa56a2957c7abf0c24c6569ad39805d95e5ab4428c29cd9ca4f0c02a,M.1779631192.A.AC3_媽媽煮藝蒜香綜合滷味,全家,媽媽煮藝蒜香綜合滷味,,,gpt-5.6-luna,excerpt-v2-rewrite
51e0b786787009c914a530467309efeaaa67b1baea946e9d944c9f0f36ccc1ce,M.1723099641.A.4F5_莓玫雙餡餅乾三明治,全家,莓玫雙餡餅乾三明治,2|3|4,餅乾酥脆、醬酸甜，但拿取易沾奶霜,gpt-5.6-luna,excerpt-v2-rewrite
51fad1ff37d967834d8e01f34ece6e0e16c91612dc8d04daa8b5360af34d9d88,M.1740578844.A.3CB,7-11,草莓巴斯克霜淇淋,3|4|6,奶味較重無雪酪感，沒有苦味,gpt-5.6-luna,excerpt-v2-rewrite
521ab9f34e41af7b49466bd5d6d36f4a9d3fbba6d5b0b2dbfd9792d656160ad8,M.1761752409.A.75F,7-11,人參糯米雞湯,1|3|4,雞肉無骨，但人參、糯米存在感薄,gpt-5.6-luna,excerpt-v2-rewrite
52245f6f869cd8db938566d9d699c518eb72c988e790494b8e4820cf3fe99b87,M.1741932973.A.D34,全家,青花驕麻辣鍋牛肉麵,2|3|4,湯頭花椒麻不辣，豆腐牛肉少，整體好吃但料少,gpt-5.6-luna,excerpt-v2-rewrite
5236d08a3447cccf6b1c4b20383c8059296829bef65569baed2a64abb5b8a81a,M.1749363714.A.D93_日東紅茶皇家奶茶霜淇淋,7-11,日東紅茶皇家奶茶霜淇淋,0|1,奶茶味不甜膩，天熱吃很舒爽,gpt-5.6-luna,excerpt-v2-rewrite
524897e5db7dc0b531c98797de82d0a25dc1795d3c2c91bed9da71e6820e2a74,M.1753974411.A.C94,全家,莫札瑞拉青醬火腿貝果,2|3|4,貝果軟Q，青醬濃郁但手感偏油,gpt-5.6-luna,excerpt-v2-rewrite
52c3caa1f373e8b31acba36a79036fa11db54dbdf679b0eab23170c579711a71,M.1747201891.A.CBD,7-11,鹹花生奶油酷聖石霜淇淋,0,花生味淡、奶油像牛奶，整體不推薦,gpt-5.6-luna,excerpt-v2-rewrite
52d838441274770c7c0c5c93497566fe8b79436cd595c55b64efa35cb1b9c2b8,M.1740379160.A.F89,萊爾富,辻利抹茶珍珠歐蕾,2|3|4,抹茶香足口感滑順，珍珠Q有咬勁，會再買,gpt-5.6-luna,excerpt-v2-rewrite
52ec3f0289361d1b13892c64e37c30ec3166708e446588f6724a3ab3e4d469dc,M.1783339051.A.D8C,全家,梨山水蜜桃霜淇淋,1|2|3,水蜜桃味天然，帶奶味甜度剛好，果皮微澀,gpt-5.6-luna,excerpt-v2-rewrite
52ed6db544ab8d56aed67867a9dacbfbb2a6493185464eb86e06f253d3cab137,M.1758454492.A.205,萊爾富,貝納頌海鹽焦糖風味咖啡,1,調味普通偏甜，需加冰水稀釋，大概不回購,gpt-5.6-luna,excerpt-v2-rewrite
52f7a9b786a2874aced5390b1be3e33dccbaf7c124419536233f14cd4306f487,M.1784772326.A.478,7-11,維力炸醬拌麵堡,2|3|6,好吃但僅約兩口份量，特價可試,gpt-5.6-luna,excerpt-v2-rewrite
52f91a36b04020e575b6f04b25f5fbfa034630707ae994270487aac3b76fde0b,M.1748666741.A.9F4,全家,狠飽美式起司巨牛堡,8|11|12,起司半片、醬料少，牛肉沒有速食店的牛感,gpt-5.6-luna,excerpt-v2-rewrite
53185ea1ca30504dfd13e94b3fd3cffff8b9119fcb0ad846c96794c2832d7726,M.1775923616.A.21D,全家,一顆布丁捲蛋糕,3|4|5,焦糖微苦，布丁偏硬，蛋糕捲略濕,gpt-5.6-luna,excerpt-v2-rewrite
531e9cb41b0d71d3d63e98b16a0a09a81df89cede538146c1aef84b1c59326e9,M.1765618493.A.2FA,7-11,蛤蠣洋芋濃湯沙拉,2|3|4,味道普通但麵包塊增添層次，具飽足感,gpt-5.6-luna,excerpt-v2-rewrite
532205dbcaf16688d5647830a0e1fd94fb463862c73bd5022082f5897add7ffc,M.1751353358.A.88A,7-11,香蒜雞胸鮮蔬餐盒,0|1|2,雞胸不乾，調味清淡，蔬菜下無飯,gpt-5.6-luna,excerpt-v2-rewrite
5327a6069d7b80600f6d4b448158d44a54d20948de713fa1fa0a2f0a84d6f601,M.1739426701.A.984,全家,野菜生活綜合蔬果汁蘋果,1|2,蘋果濃縮汁與果菜汁混合，味道普通,gpt-5.6-luna,excerpt-v2-rewrite
53288443fd9da797973d7ac5f23d64b3c04f6f8ac51ea84b88131a04b288621b,M.1747382982.A.B7E,全家,大滿足麻醬涼麵,1|2|3,麵量多有飽足感，麻醬香且醬量足,gpt-5.6-luna,excerpt-v2-rewrite
532ccc4d11f535005197cedd4d6c7b24f8db2fea2099d0c5ff158cf333acebcb,M.1734166480.A.CF2,7-11,和風漢堡餐,1|10|13,白飯少、漢堡排厚，整體普通不回購,gpt-5.6-luna,excerpt-v2-rewrite
