fingerprint,brand,product_name,rule_guess,category,model,prompt_version
3d83af585747e790251dd73c03da8abed66c396ef3959e2b7a12b36ea0f07714,7-11,焙香芝麻蜂巢麵包,麵包,麵包,codex,product-category-v1
3db6e9c3c2dc8ce533653fc7258ecba67051563951ab2fd731b04fe42be0dba3,7-11,伯朗PrueBrew蛋白拿鐵,飲料,飲料,codex,product-category-v1
3dc5203d07bfa2328c9592fdcfc0930953046953221bc6b29d6739f852c78064,7-11,粥天子廣式皮蛋瘦肉煲粥,其他,便當,codex,product-category-v1
3dcd775c6482673dc1942a7eb7af9361ecd6a632edae3481cec1978dfbfccd68,全家,立頓青檸果寶茶,其他,飲料,claude-opus-5,product-category-v1
3dd017717597d1f1d8e0503368692bafc3fdc4bfd51cbd6a3d5376e200cedfe6,7-11,21世紀綜合鹽水雞,其他,鹹食,codex,product-category-v1
3dd79bdb5cc21bd410a6be5046549be16bac061a39fd5631b761ddb5280887d4,全家,大橘大利泡芙,甜點,甜點,codex,product-category-v1
3e0f4679976a72931846b3ec4fa82dbdc0656b85dc6646de5037c7433236cea0,全家,三麗鷗角色抱枕,其他,周邊,codex,product-category-v1
3e1b55f324e9ecddb01250968cbaa5a0e48c1b75bfd000dbc407f69ddb521371,全家,光泉植物蛋白堅果風味,飲料,飲料,codex,product-category-v1
3e2de196713b865f4f8ea56e30281a2f10e3f0bd99cd4d1488a4b4a46e26b6e6,7-11,日本OHAYO焦糖烤布蕾冰淇淋,冰品,冰品,codex,product-category-v1
3e3f9009657dc684a3f352d928e8bb532d889cdb9019754990a46eaa539609a0,全家,純萃喝重乳拿鐵,飲料,飲料,claude-opus-5,product-category-v1
3e87478856bcfc4269b03cde2fd70e36c140304b7ad7432e7e9c94a3b7d32824,全家,巧克力千層蛋糕,甜點,甜點,claude-opus-5,product-category-v1
3e9fb43922e7c5bdc92deabb40c2c80501680d6cab3551e30705ee0bf5a9a392,全家,巧克力雙餡Q皮雪燒,冰品,冰品,claude-opus-5,product-category-v1
3ebc0a9f5cc91c74977dedc219e1fcadadb352b43d612490d43354efded22f60,7-11,圓山水果百匯麵包,麵包,麵包,claude-opus-5,product-category-v1
3ef64d16b0b0d10aef814cc1ff06eca31b5be3b926f01795b5e1a46d6161e34a,全家,霜淇淋造型頭套,冰品,周邊,codex,product-category-v1
3f0841cbdf392d6ad9c8e310c5d4bc443c5816cfcac7baea27fdbdf316fdab86,全家,柚見極炙烤牛,其他,便當,claude-opus-5,product-category-v1
3f25da440c59b2521069754ac1962d4b69ecf49c543de667a7a99e8db3588591,7-11,星宇航空黑糖麻糬千層塔,甜點,甜點,claude-opus-5,product-category-v1
3f2606731d912b1557ac731692e3d452eb6afd43a7e46d94b7d64490d865f36b,萊爾富,樂法葡萄水,飲料,飲料,claude-opus-5,product-category-v1
3f2abf69bc947ace23b2019145f9bf3b12f7d71d9c75ec7482b3b0db087ad7bd,7-11,LOTTE生雪見大福,甜點,甜點,codex,product-category-v1
3f7a9383b4b73051be4f88b81d3328dd87e39f609397bf8e49d4768e80125658,全家,韓味豬肉時蔬拌拌餐盒,便當,便當,codex,product-category-v1
400965b0fd19ee7139ee6f42cef3786d9d72c026f59ed9f95d7624f797f76a7b,7-11,日式半熟蛋,其他,鹹食,claude-opus-5,product-category-v1
40391a1ef739ed9a86391d7ec7f43a53d116980ba3c3e5f41194626531c9998d,7-11,愛文芒果雪酪冰沙,冰品,冰品,claude-opus-5,product-category-v1
406a36c546cacf97a78ebe717e01a7fc78dd8a0637e358b6dcd928d493cc911f,7-11,客美多冰與火乖乖,零食,零食,codex,product-category-v1
406a4f9d30b6cd30d356a06901db92009e29c28e2c345bc09566496ee14b534b,7-11,太和殿麻辣鴨血,其他,鹹食,codex,product-category-v1
4083af92db295bb56ccd485593cfee501948cde4b74827e486937f89ebd22f62,萊爾富,芋頭QQ麵包,麵包,麵包,codex,product-category-v1
408a4457a44f5711edbacb134be8f3d72cc563a3c335040d82e3de04aa3e627a,全家,大口麻婆豆腐飯糰,便當,便當,codex,product-category-v1
40cdd0d2ba8694499ca1b4142477140a0e5059990c932615440101f0a63bbe61,全家,蒜香蝦蝦義大利麵,便當,便當,codex,product-category-v1
40d5ae67659908308c4af11f231a0eaf56c8d63c29660012ad8bb2e3b43baff5,7-11,西雅圖英式濃奶茶,飲料,飲料,codex,product-category-v1
40e3fc956966cfbe3a44784b6ba33f6951872d1a0cd7442e8b50a3de213f3f4d,全家,井村屋板栗麻糬冰淇淋,冰品,冰品,claude-opus-5,product-category-v1
40eb1c4652f56130519d5a82394ae29e1c4b285dbcb958907a237b937040db1a,7-11,AB無加糖優酪,乳品,乳品,codex,product-category-v1
40f8e71a315f70a77cbf3923f453e4366bcae4b11e2f226a8c6ab3e5f8eab870,全家,每日C,其他,飲料,claude-opus-5,product-category-v1
4115d4ec5b3e104a25c111f0f9c06f835b880a8369db4630df8bb3321eca3179,7-11,摩卡奶酪,甜點,甜點,codex,product-category-v1
4117dd0eac552fc39bdb0655f6eaafdfd15d701837b1450f2a19c8ad59f714f8,7-11,玉米濃湯,飲料,鹹食,claude-opus-5,product-category-v1
411e79def9b7f456a601ac35c7e135e85db4858081cfc8ca4542c1fd1c36e7d8,全家,褲褲兔紙膠帶,其他,周邊,claude-opus-5,product-category-v1
413a3b3481a4210a533c4b71493b2544a634856929427016d53abe8f31b11d61,全家,帕瑪森起司麻吉球,乳品,麵包,codex,product-category-v1
41871f17a064b54181709224cc91275f90bfc98298b071065469f5977731195d,全家,蜂蜜芥末辣雞堡,鹹食,鹹食,claude-opus-5,product-category-v1
41a597fbc5135c6a28f798552a58d12af92ff88eff31df2fed26eec838f69e76,全家,辰園粵式玫瑰油雞飯糰,便當,便當,codex,product-category-v1
41d4fd3254836b31cfe6658e1da25caa1b3f395f81f8c24e5f649bd6532a4bdf,7-11,八棟花生麻糬熱壓土司,甜點,麵包,claude-opus-5,product-category-v1
41f0100d3c1282d87337df888feb2870e48e4b88d0530e5d1479438bebb9f883,7-11,小時光麵館青蔬椒麻乾麵,其他,便當,codex,product-category-v1
421c1b0fecbe34d9ddd91db921469a2f22754cc94c9000621134d36fcab8bc3c,全家,陽光葡萄土司,麵包,麵包,codex,product-category-v1
422fb5c82ceb5df659772a5722f17aa7f88ff7d77a466e61f062dda165c52a70,全家,大戶屋黑醋雞肉燴飯糰,便當,便當,codex,product-category-v1
427ae7e1c5b12584e3bf5ea7a22260fcbaa5057711107ab60da9f135d5fe878a,7-11,愛文芒果慕斯杯,甜點,甜點,codex,product-category-v1
428dabcd750879aeadcf99a30a7c170baec0fdb1103bf9bce2b09d183cb9b900,7-11,21世紀玉米雞肉熟水餃,鹹食,鹹食,codex,product-category-v1
42a033ec45af302dd83cc9c8fe865c4f31f6f9998b6e6ba8d12f6210d1d588fd,萊爾富,麻辣鴨血豆腐煲,鹹食,便當,claude-opus-5,product-category-v1
42a1c33b9a7ca3875c82560cc0813ce90d44f6b8b67d9e23258dfcb28bfc57e7,7-11,KIRIN啤酒,飲料,飲料,codex,product-category-v1
43065f25b51486babd2abd7a8e767853bb23b3f7bb8c8887fbcfab26e1197d5d,全家,蒜味肉羹,便當,便當,claude-opus-5,product-category-v1
4312b415571362c67c210cb9b10f1229d573eb28ac528b39d4a8166a1407aba6,全家,味全高鈣高蛋白雙效營養牛乳,其他,乳品,codex,product-category-v1
4314dd9102ac440104c37b91eb31174c021e38af1e0c658fa10366867fa9158a,7-11,OATSIDE可可燕麥植物奶,飲料,飲料,codex,product-category-v1
433314de84f2bf81e20028b404f8453cf5b1d627fe64e692ead4d465cadae2ca,7-11,現炸甜甜圈,甜點,甜點,codex,product-category-v1
435d574969af107f0ecd960ff2e1db67edfc0525639c3bd019b5ee866a6034e2,全家,墨西哥葡萄奶酥麵包,麵包,麵包,codex,product-category-v1
436561825c27fd8dbf179420f9331af354495662cf9a17c7a4e0d2c951c899b7,全家,便利商店場景積木,周邊,周邊,claude-opus-5,product-category-v1
438cdd1739b7c7387d9da83d3120e36968f7ce83c733b9665d4bc2b25628a759,7-11,雪淋霜甘王草莓卡士達,其他,冰品,codex,product-category-v1
438e297e1c391aeaa91cb5ba07f32166b343702c35cc571f96b30a5ab188597c,全家,和風蕨餅小盛,甜點,甜點,claude-opus-5,product-category-v1
43a215c982ccc34910f3b88cae4845cfa3582f078c9ef0a0d486667a3b6e31b4,全家,花雕雞絲涼麵,便當,便當,codex,product-category-v1
43c1fc7843ae372cbf45f02eced0be9873949f3ae6c044ebb7b4b28830cdc3a0,全家,雙莓乳酪爆擊貝果,麵包,麵包,codex,product-category-v1
43d2e1bafcaf69fd3137ff15c9d7331d7a316bbd62703f1d4e9be2568cb68038,7-11,飲料小夥伴吊飾,周邊,周邊,claude-opus-5,product-category-v1
43d3b030964ab915715c91a6db5740e24d7965e0cb677de92a0504924308018e,全家,匈牙利風味香草烤雞腿,便當,鹹食,codex,product-category-v1
43d3d287475acfb39b4355faf782b5011be409b68457d24422ad5eb92a971755,7-11,昂舒巴黎雙餡泡芙,甜點,甜點,codex,product-category-v1
43def1eb12e582ff2f6e6c9b62aa61d4ce1f7464112350863ef3d28d0ada78a1,7-11,星級饗宴煙燻鮭魚冷麵,便當,便當,claude-opus-5,product-category-v1
43e3c4906eaaa7bb4352a640f3d8125d90b6748da4d42025ea653c2d5f76bb2c,7-11,芋泥金沙大福,甜點,甜點,claude-opus-5,product-category-v1
43ec1acbe1c3bf18d7f89d0d2171ec90951bf5e93286c532edef65c3cada63c1,全家,棉被日安紅雪派,其他,冰品,codex,product-category-v1
43eed6cbee2a616b1d68191ebff30dbaf4473e0b1c2c0f8351524bc339ca54d3,全家,嵜本荔枝柚香紅茶,飲料,飲料,codex,product-category-v1
43f0b02c20bc8e6579138acd90cdd6de02a20914260448b88e2fa05c932efc04,7-11,焗烤雙起司鮪魚三明治,麵包,麵包,codex,product-category-v1
442e6e12f84ded1ad3c208ceaf5fc53a2436c79ae55099464a9a050a7b78516e,全家,三合一味噌湯,其他,便當,codex,product-category-v1
449ff8e780cb2d7e595a672f2f446184fac2cab457090f78a887e3207197252b,全家,海鹽檸檬x草莓優酪霜淇淋,冰品,冰品,codex,product-category-v1
44ab3ffb4084b5afff1edd1a2547048ccee89fdc75ab4a2ac9c37702fdc05166,7-11,全家甘梅薯條,鹹食,鹹食,claude-opus-5,product-category-v1
44adea97f81c8f98bb6af903061d95deaaffaa5465b18f0525926faf53703bd4,全家,LetsCafe厚奶拿鐵,飲料,飲料,claude-opus-5,product-category-v1
44bab8d155be2a69aa3b00e15b308eadb47a569a3a05f73a2357c57cd714e705,全家,香檸琥珀紅,其他,飲料,codex,product-category-v1
44c6e48e4473ac721a49aa0f297dfcffe6adc1dcb825ffdc6cbb2139ddbc22e4,全家,蒜米狠雞腿,便當,鹹食,codex,product-category-v1
44c9d06bd4935913e84981d06180c98ba6cfe3ebc50630fb2c81546f08087cdc,全家,伊藤園抹茶x焦糖蘇打霜淇淋,冰品,冰品,claude-opus-5,product-category-v1
450993b51f595b5630ff63a7b2149837e06e2b1ed6b06250d72a4f6838f031f1,7-11,四川風味麻辣豆腐飯,鹹食,便當,codex,product-category-v1
452265199e4301582bbf584d5fd1974d6602d1ba6090f922f763469e9eba7464,全家,伯爵可可舒芙蕾布丁,甜點,甜點,codex,product-category-v1
454e8416222f6cbe0766f7f4ea0213e9c4668e1f0725b6d042ca2775768481df,7-11,樂事地獄辛辣拉麵,零食,零食,codex,product-category-v1
45643f36ddadbc7627c897bee9a99b64c36c95bd7d2b968e472786a3b6b402e7,全家,SOMA茶歐蕾法國酥,其他,零食,codex,product-category-v1
456779ca5e6f851605f71464960d9b64a39ff19d93d9a3971247c48f86dd6947,7-11,維多利亞蛋糕TWININGS皇家伯爵茶葉酸甜草莓醬夾心,甜點,甜點,codex,product-category-v1
457a41110cd8b0b8f10479f5a55d6a12cc8c6949ab5cce9a01140e6d73946b1a,萊爾富,彈片收納包,其他,周邊,codex,product-category-v1
45cd2c60c7af2c89d3dc5b6f07060df42a360a1a6249594fd4eb0a4e8b6c6bd3,全家,白醋涼麵風味雪糕,冰品,冰品,claude-opus-5,product-category-v1
45e6471a7ab9cd7f5d833c644f7fd120d9e1e401d49995480dcdb837e7af1df0,7-11,焗烤奶油蝦仁通心粉,便當,便當,claude-opus-5,product-category-v1
4601b95ef935a51957ca82f45a60f4ce0cee48988181c6992210736aade0bf66,萊爾富,紐奧良烤雞海苔飯捲,甜點,便當,codex,product-category-v1
467ed903ffa84ffed2d54a1b44494a65e57b82cbba3365412ca3c385332a91a0,全家,蝦乖乖辣味,零食,零食,claude-opus-5,product-category-v1
46c23d1db844c2b0d778ab1ec04b04b3877bd21babfc842b1bb58937e98a4ebc,全家,烏克蘭巧克力,零食,零食,codex,product-category-v1
46c91630153fde7cb2f9594197da8851079b4002b2d555379a753d0ca53a46ae,7-11,醇厚可可生乳捲,飲料,甜點,codex,product-category-v1
46d0ea6f4196bbb10a983ae23f9c0c7e30e74ef555dd09f9fdf4fe305f20ec98,全家,起司牛奶鍋,便當,便當,codex,product-category-v1
46d6d564a1e4733a4c88ae415cc721b8bdf09866e273a73a9d7558ff5ca015be,7-11,和風生鮭繽紛時蔬沙拉,便當,便當,codex,product-category-v1
46faaefee560bbc9eddd89fa2b7d3f3f9da42d1fa461ffed5f11ae864488870a,全家,弄餅家千層餅香蔥,甜點,鹹食,codex,product-category-v1
470c9f237bdf6dd977711444f946b9a1ce4d45727124cbca10ba75ece83bf99a,全家,紅心芭樂四季春氣泡茶,飲料,飲料,codex,product-category-v1
47104943c47f8c1137711e3514eddce6c405ce75c743208930bc8e62ab981ee7,7-11,椒香皮蛋香菜冷麵,便當,便當,claude-opus-5,product-category-v1
47446629ec7d88ec07af05905610f10b7fa98bb8d459fc62e810d56807978b31,7-11,CITYPEARL黑糖珍珠撞椰奶,零食,飲料,codex,product-category-v1
47454bf0879dd0e132b3a9ef05db2fd317f91e1d9b2471604431ce08dab87225,7-11,咖波福袋,其他,周邊,claude-opus-5,product-category-v1
478be2cb574478ea85e08bf2ccd93c18b88978984cb22a5eab0ed65a11a828a0,7-11,及第鮮湯小籠湯包,其他,鹹食,claude-opus-5,product-category-v1
47a6fd99376f14e663e1594735d172e370c8c10edf47adb847f404e6652602e7,全家,抹茶千層,甜點,甜點,claude-opus-5,product-category-v1
47c35402a17b11dd59ce6b924f73092568aa73e5e03af49857f9666d96546f8d,7-11,香蒜雞胸鮮蔬餐盒,便當,便當,codex,product-category-v1
47c5d4abd88000643dac74c4582e5f3d12f92eb4d57ca227e961f5c3fe4198fe,7-11,瑪格麗特筆管麵,其他,便當,codex,product-category-v1
48022374c2848f5127b9180fdf0cd72bcbf4f4113400d4c1685da9095d982fab,全家,緞金龍金高拿鐵,飲料,飲料,codex,product-category-v1
4803384c898c517508e55067fa6dbbfe6fa6a3cfc6d295a1d4b6c1cb73f05e28,全家,醇黑可可波蘿奶酥,飲料,麵包,claude-opus-5,product-category-v1
4861a603caeba810bd9dc5b776f29c57c136925d11e2315fb8ba669664185d0e,全家,香煎荷包蛋風味洋芋片,零食,零食,codex,product-category-v1
48637adf1f8121271559b0cf20c40a26974167e2589ab19d25428420bd3680f3,全家,桃氣奶奶夾心,其他,麵包,codex,product-category-v1
486d1e4453ff1fdc07126261c5ca8b54709a5415d357a08344999768ad79617b,萊爾富,貝納頌梅酒拿鐵,飲料,飲料,codex,product-category-v1
487029532ac314b66d84e6ad94000cb0a74dcffd47e7fb1b8c0c20dcb791d291,全家,百香蜜檸脆冰棒,冰品,冰品,codex,product-category-v1
4891a13077178444659b3c8a3a7315c789e63739cbb58d29697a9e360d1ea5c6,全家,與粽不同造型包,其他,周邊,codex,product-category-v1
489e35f9af764df3b034f6127212af495d11be7939bedb70f126b424aaf03fad,全家,蜜柚烏龍夾心雪酥,飲料,冰品,codex,product-category-v1
48b660e41750207aeef70bffe7a2061bb8fc5a92c001714c405ec5ff85cc21da,7-11,立頓焙茶歐蕾,其他,飲料,codex,product-category-v1
48bcbb86723cfd64ba747b299f2aaadf091aa5268a6c852810f77440935c3cee,全家,松露和牛包,其他,鹹食,codex,product-category-v1
48ccdf5ada4f80da0ee1ac789185319c172099a421c5cd37f21f4611efda0dc3,全家,榛果巧克力閃電泡芙,甜點,甜點,codex,product-category-v1
48d52aa940963f3d8c963f427988062b4a89b4a90157ec2b0ae9cb5ff02e234d,7-11,日式蕎麥風味麵,其他,便當,codex,product-category-v1
48dd0b4007c4b93f9d0778311e8a93b18434a71f9db8782266ee4792d60828f2,萊爾富,台式海陸炒麵,便當,便當,claude-opus-5,product-category-v1
4904bbcba0c6e162189f87d5484b00236f4301aa2f620b421332d2538d02f14e,全家,泰式酸辣海鮮湯,其他,鹹食,codex,product-category-v1
49110e730d5e10f2d9945b19ef72bb1ef67be0e63cc9aecd98da4d6d11e6bcc0,全家,蠟筆小新煉乳風味冰淇淋,冰品,冰品,claude-opus-5,product-category-v1
494425563c8e7999ca5c831cae81ef09351b595a4c87782df52e3724311aac15,其他,頌丹樂泰式烤雞冷麵,便當,便當,codex,product-category-v1
494bfc49cbcf0276286ba4f6e3a24282b2899301f7af2d57ba78d93f874e3838,7-11,蛋黃奶香麵包,麵包,麵包,codex,product-category-v1
49785fcd2a2cb25b25f54c06cba12abd28a2cbaf349537247d60d65a6c278b92,萊爾富,香蔥腿排蛋白質餐,其他,便當,codex,product-category-v1
497ca676745d65b1dfaf6a4cadf5f9409f54b5ae19668b25a24334e34a55ff6b,7-11,乖乖奶油椰子堡,零食,零食,claude-opus-5,product-category-v1
498f48c030f679be3ca025f6c80b6ec48856abcdde14540800f7494df198fbef,7-11,LOTTEBIG西瓜風味冰棒,冰品,冰品,codex,product-category-v1
49c65b23a8a56a42350d8cc2daef334c81a83c173e610ad2c3b89a43f04b49a0,全家,好喝奶茶,飲料,飲料,codex,product-category-v1
49ceb9b0ea022d0930b7ebf1b75fefdbb834389b35f647aaf43bb46a493fd33f,全家,生榛果濃可可滿餡麵包,麵包,麵包,codex,product-category-v1
49d87ae2f545790caa51bae8ff4d1f99d273fde947a7b9d9cc3ff1d073c53c8a,7-11,海鮮中華丼,便當,便當,codex,product-category-v1
4a11edb770b7534b87eb887b7d8775a6e3e7c80590a4ff967c4389778ed58ffb,7-11,雪淋霜香檳葡萄霜淇淋,冰品,冰品,codex,product-category-v1
4a353851546b8c0c8be07c136bd40b1ea169fe98ac6ba51c946573dcecfa7e9e,全家,鬆餅豬肉堡組合,甜點,鹹食,codex,product-category-v1
4a74b0ea9b81d1acb6599689f20acee3e0f4c2af87ad0720d4f9f42247b2feb1,7-11,綠竹筍排骨湯,便當,便當,codex,product-category-v1
4a7d731a3722e757d15b071a185601effa8c3c2224499c62ce0a7346170562b2,全家,是芭樂系霜淇淋,冰品,冰品,codex,product-category-v1
4b2c9980f78776af052ff4e4095362c65a19091a9150cc1e95ff1a59bf26e369,全家,東方美人小農牛奶霜淇淋,冰品,冰品,codex,product-category-v1
4b39ab3e357ead340b981d0ce83fc9d88706ceb502750d4e8f0f57e68b238f92,萊爾富,麥香奶茶,飲料,飲料,codex,product-category-v1
4b70c10fb31d49fdfda9766ce47fa85e064f1d37ff2c0ac802696528df4a3f39,全家,913茶王蜂蜜風味布朗尼雪糕,冰品,冰品,codex,product-category-v1
4b87fbc5b85fc30579534e80b8fdc76236f9a711625478e7a1b6e5c14d7a50fa,全家,東山綜合滷味,鹹食,鹹食,codex,product-category-v1
4ba98b4380605619683816d980fc83f792783213ee1d26b153fceae430f3f722,7-11,極饗番茄蛋湯麵,泡麵,便當,codex,product-category-v1
4baf387328e99fc1368d1cc6046fd79463eb5d4da474112db2219629d64f17c5,全家,WAT氣泡雞尾酒乖乖芭樂清綠茶,飲料,飲料,codex,product-category-v1
4bbec030995eb637dfdf562ef4f726e8d3f6ce54fa12c7087ad834d0b3477475,全家,吉利乾酪沾醬餅乾棒,零食,零食,codex,product-category-v1
4bd4b618dcef776890b0bd307a3bb3bd49a11cf1a3131610c32bb50a98bbf11c,全家,巨峰葡萄酷繽球,冰品,冰品,claude-opus-5,product-category-v1
4beeca4b4c795c33972ca73d0f19605a1fd22bc47f39ea0127f8ed12a74abf53,全家,乖乖台啤孔雀香酥脆啤酒蛤蜊,飲料,零食,codex,product-category-v1
4bf17352e2080cd679541e2a7ca236c5ee3775cbddd8dc6f55dc1fd4b5a72a08,全家,黃金起司蛋捲燒,甜點,鹹食,claude-opus-5,product-category-v1
4c10915c352531fa0cd1e3fca15712d33c22822640ae1ce107fdeda12533e846,7-11,增雞蛋白餐,其他,便當,codex,product-category-v1
4c124e0dc77675c12d01e533bd6587bcd3491aef232b0ddc0135d53f30b7219d,萊爾富,原味香草泡芙,甜點,甜點,codex,product-category-v1
4c23ecfa1d6ca81b734a23b8c77ac8114e29b5bed1fa2199f686b777581eaeb7,全家,香菜氣泡水,飲料,飲料,claude-opus-5,product-category-v1
4c31434f91abd64524822566c4971fa08971998823a679299f0b24234cd2e0f6,全家,雙果長纖全麥軟歐,其他,麵包,codex,product-category-v1
4c37c083da3aa67863c4c7981376b713f3ffeaf4eb4d39201ef05550c3f64c53,全家,冰越南咖啡拿鐵,飲料,飲料,codex,product-category-v1
4c3ddc4879e195e0eb53f2eae5c9c298810158385162b4bff90322917a3f9d7b,全家,香烤藍尾鱈魚五行餐盒,便當,便當,claude-opus-5,product-category-v1
4c4f33c9b672763b85f264544f52749452af7e00ce8142a90e39aa661ab660e1,7-11,吉兆ご膳黃金開運御膳,其他,便當,codex,product-category-v1
4c4f34381087f745a2529ac90e71988a42fed9593cd4a1502755dc18d388006c,7-11,爆漿巧克力波蘿,零食,麵包,codex,product-category-v1
4c509b70ece3b5dfc40358c4d20c7f0be5c4013e4c51819af40a502a833120c2,全家,養元雙月養仙茶,其他,飲料,claude-opus-5,product-category-v1
4c667b01fd44e0462b0a7afcd2268c5a426c6d994f884c3c745bf10fdc68a4ac,7-11,茶裏王正山小種,飲料,飲料,claude-opus-5,product-category-v1
4c675ea6968f7b6eadfa6af338cf765c3c5c59268168b7d9d3f8c15c697ac51e,全家,草莓優酪x比利時巧克力霜淇淋,冰品,冰品,claude-opus-5,product-category-v1
4c847d7a1c8313c2fa917d410867b47eec124818ddddedad67562bafcfea7b1f,7-11,台北鳥喜炙燒雞腿丼,便當,便當,codex,product-category-v1
4c9307ca83b5f03bfe0a53490892e4b2fb8dfed883c892ec2e2ce6ccc77e103b,全家,乖乖威士忌酸酒,零食,零食,codex,product-category-v1
4cb641f84f9dc0dffebd0a7f2adcdb8c8335316a5e6472751d97ca2fd22c9e78,全家,狠飽兩粒飯糰,便當,便當,codex,product-category-v1
4cbd91f90ba713684010c91094dcf94e1fa54d092d412afb39285e207932d82c,7-11,泰濃郁奶茶風味霜淇淋,冰品,冰品,codex,product-category-v1
4cbdc6b7245b37ef9a47c01d28b1213974757a2cd46cff0b02e1df8bc6501ad5,全家,金咖哩泰式綠咖哩雞飯,便當,便當,codex,product-category-v1
4cc1039169812a48c9be8c1eab0b76fa7a72091b974232d421b15735bb071cc5,全家,預購商品貨不見,其他,其他,codex,product-category-v1
4cc92e2e80a05bb772a4b7092c95912a96f0adb36d2344ffcc3aaac2bf5e9494,7-11,台南晶英酒店黑糖核桃乳酪軟歐,零食,麵包,claude-opus-5,product-category-v1
4d07bff1a0dc3a1af8f881c56c3241bf25fd4142828fb561e671fb45fec56281,全家,布丁狗造型絨毛包福袋,甜點,周邊,codex,product-category-v1
4d2ca2e47fe9bba91affeebce74dcec5e4fbbef4c640c614acd4c88be99d8c22,全家,阿奇儂QSWEET法式水果軟糖優酪雪糕,零食,冰品,codex,product-category-v1
4d3b50f862fee2178d3cce0608ff6f74334fc17e6b1c0bec522de6a42dfe71fd,OK,燻雞起司米披薩卷,鹹食,鹹食,claude-opus-5,product-category-v1
4d5940666b8650f5eef2d1e23615a9cd4662b9e63393817a2c13f54b0958afac,7-11,玫瑰鹽濃焦糖霜淇淋,冰品,冰品,codex,product-category-v1
4d691f3170ce722de541bc3333acc7ad372bfa82f0c5ddc9a1577735c52042d4,萊爾富,究餡麵包香菜花生,麵包,麵包,claude-opus-5,product-category-v1
4d6982f994c0f13faa83329890bfff758b84ea33af0c312ce4ba5c60bd9363fe,全家,中華隊球衣購物袋,其他,周邊,codex,product-category-v1
4d758ac9e70bd93c0c5871b2c2c08ef6f5b37bc8ce00789b9aa96e852f837b33,7-11,瑪麗屋史努比美式臘腸披薩,飲料,鹹食,codex,product-category-v1
4dae0c38a72d486e8d0f5d0c7553b9688cfd036cc3c2908092d4f6c27b508a28,全家,抹茶麻糬泡芙,甜點,甜點,codex,product-category-v1
4db5175dd34a0c57e0d7a1d7a296a46064c59aeab4645c237672054862b3c7b1,全家,明治超級杯冰淇淋仙台毛豆奶昔,冰品,冰品,codex,product-category-v1
4dcc9b5972de9e0fb644e2cecd73a7081e75da468ee8148c09c4da284e9a42e4,全家,和風咖哩豬肉麵包,麵包,麵包,claude-opus-5,product-category-v1
4e08c11aa513aa9aba5106ba8a732e222dfba25ee178bb350dfd7b97a43f6e59,7-11,珍珠焙火烏龍奶茶,飲料,飲料,claude-opus-5,product-category-v1
4e2820716079f480891fd55b4f0eb2bb3aaa548244edda65142ef46e65ff81aa,全家,芋泥Q皮半月燒,甜點,甜點,claude-opus-5,product-category-v1
4e37068fb7b381032eb16bf4706f8a4a68eeaa6f382ad3f9de2e3b10d430ab8d,全家,茉莉茶園熱帶水果紅茶,飲料,飲料,codex,product-category-v1
4e37249eb9d924779cb5e4fe1da43088880b751d03acd70308813e441a2f6455,全家,泰奶奶蓋QQ三明治,麵包,麵包,claude-opus-5,product-category-v1
4e39167e05c88bb299fba1061fa8721723a488eccc311c97cf9d620c1805001c,全家,艾絲樂小兔造型吊飾糖果組,周邊,周邊,claude-opus-5,product-category-v1
4e48fa940ab7b08a265933606cb8005835baad121a258aaf308dab23f39e115a,7-11,握便當黑胡椒烤雞,便當,便當,claude-opus-5,product-category-v1
4e4ff772790a54fa3ed94c29cf04d4da167306504d30f74c237c969ab0aa8a6f,7-11,義式番茄乳酪巧巴達,乳品,麵包,codex,product-category-v1
4eaa37091762d1b00916d1854f4a69b6b056bb4080bb30d46306dfb94ac70c1d,全家,煙花女義大利麵,便當,便當,claude-opus-5,product-category-v1
4eadf954fbf0f7f24bd3b85cfd307c60069e8e226ed47e9471e5c64882a28704,全家,味味A排骨雞醬香嫩雞胸,便當,鹹食,claude-opus-5,product-category-v1
4eb0ea0d8f1afc8e4c8d3ac0fb9cc084aa37bb2b897ed85e53e1d110530de6b8,7-11,花生熔岩辣雞腿堡,便當,鹹食,claude-opus-5,product-category-v1
4ee1cdc4f0cd12f2ff01482cd3d6aef0acb40f6bf08877fd9bc4c795f30249ba,全家,越式火腿麵包,麵包,麵包,codex,product-category-v1
4f1b70d348afdaec69e957e5b4a67727c7f6a0b8a76280be6a11b94924dec283,萊爾富,喜年來爽辣V餅乾青花椒,零食,零食,codex,product-category-v1
4f40c0ca03cf13c9fbc44d0542522c23465ab87d744a8029d99a4209456ccb3e,7-11,香腸嘎香菜風味捲餅,便當,便當,claude-opus-5,product-category-v1
4f805a904d8bcef81dc2bfd55b3e70d308d2c5b59b1757a0dc41523099162e11,7-11,吳一無二檸檬奶霜可頌,麵包,麵包,claude-opus-5,product-category-v1
4f9362c67074057ea5436287a01858e4162440cd6ffb976f9064caa9006781b2,全家,焗烤起司蕃茄四方麵,便當,便當,claude-opus-5,product-category-v1
4fa033133050fbd906469d0fb10f4bf77e45af39ba3a46bfda5eb8acf85cea50,全家,阿里山極選綜合拿鐵,飲料,飲料,claude-opus-5,product-category-v1
