comment_id,品牌,商品,留言tag,留言內容,模型分數,模型判定,你的判定,你的分數,備註
M.1779023704.A.C1A#009,7-11,"：

台式炒麵 /89",→,竟然才89 看這賣相在另外兩家可能會賣到99或109,+0.000,中性,,,
M.1779023704.A.C1A#010,7-11,"：

台式炒麵 /89",→,手機爛也要懂自動開圖 答應我好嗎,+0.000,中性,,,
M.1779023704.A.C1A#020,7-11,"：

台式炒麵 /89",→,不過 最近網路推萊的力道之大..,+0.000,中性,,,
M.1779023704.A.C1A#038,7-11,"：

台式炒麵 /89",→,包裝需要下點巧思不然有的包裝真的很沒食慾也沒有購買意願這樣很容易錯過,+0.000,中性,,,
M.1779189234.A.2DB#002,其他,"：多力多滋爆脆捲/促銷價40元
        
(區域型商品請註明 試吃試用品",→,有點硬,+0.000,中性,,,
M.1779189234.A.2DB#004,其他,"：多力多滋爆脆捲/促銷價40元
        
(區域型商品請註明 試吃試用品",→,這評分也太慘了點XDDD,+0.000,中性,,,
M.1779189234.A.2DB#009,其他,"：多力多滋爆脆捲/促銷價40元
        
(區域型商品請註明 試吃試用品",→,附圖一下啦,+0.000,中性,,,
M.1779189234.A.2DB#019,其他,"：多力多滋爆脆捲/促銷價40元
        
(區域型商品請註明 試吃試用品",→,那盒子輕的要命 感覺超盤,+0.000,中性,,,
M.1778332077.A.46C#002,全家,無敵家蔥蔥玉子拌麵 / 99,→,肉沬有些硬塊/?半顆蛋?,+0.000,中性,,,
M.1778332077.A.46C#004,全家,無敵家蔥蔥玉子拌麵 / 99,→,有硬塊表示 應該 不是好的肉質,+0.000,中性,,,
M.1778332077.A.46C#007,全家,無敵家蔥蔥玉子拌麵 / 99,→,全家偷工日常不意外...XD,+0.000,中性,,,
M.1778335884.A.62A#006,全家,： 鐵道滷排便當 / $99,→,"會柴的其實是大裡肌,並不是排骨肉",+0.000,中性,,,
M.1778335884.A.62A#010,全家,： 鐵道滷排便當 / $99,→,缺點就是沒有滷蛋QQ 只好買福隆便當去,+0.000,中性,,,
M.1778335884.A.62A#020,全家,： 鐵道滷排便當 / $99,→,排骨不會辣的 帶點甜,+0.000,中性,,,
M.1778335884.A.62A#021,全家,： 鐵道滷排便當 / $99,→,看起來有鐵路便當的感覺欸,+0.000,中性,,,
M.1778398222.A.F21#002,全家,：,→,有買過，也是搭配買一送一買的 解膩還不錯,+0.000,中性,,,
M.1778398222.A.F21#005,全家,：,→,看了一下成分就覺得不會好喝到哪去,+0.000,中性,,,
M.1778498191.A.E41#000,全家,"：牧場直送4.0花生牛奶雪糕 40 優惠券買一送一
        
(區域型商",→,和義美花生牛奶比，兩個我都愛,+0.000,中性,,,
M.1778498191.A.E41#004,全家,"：牧場直送4.0花生牛奶雪糕 40 優惠券買一送一
        
(區域型商",→,好奇+1,+0.000,中性,,,
M.1778498191.A.E41#006,全家,"：牧場直送4.0花生牛奶雪糕 40 優惠券買一送一
        
(區域型商",→,謝謝分享之後來去買,+0.000,中性,,,
M.1778545603.A.998#003,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,嘖嘖不買拉倒齁~連產地也能鬧爭議&扯敏感議題理解不能!=,+0.000,中性,,,
M.1778545603.A.998#004,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,背後就有寫啦 我是不car,+0.000,中性,,,
M.1778545603.A.998#005,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,420㏄好少 差評,+0.000,中性,,,
M.1778545603.A.998#007,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,你要被青鳥攻擊了,+0.000,中性,,,
M.1778545603.A.998#010,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,身在茶葉王國 除了嚐鮮 的確是沒什麼理由喝中國茶,+0.000,中性,,,
M.1778545603.A.998#011,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,有標清楚隨意 反正很多飲料店也不一定都台灣茶葉,+0.000,中性,,,
M.1778545603.A.998#012,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,味道 調好了:),+0.000,中性,,,
M.1778545603.A.998#015,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,炒作產地的 是不是真的被活摘了,+0.000,中性,,,
M.1778545603.A.998#017,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,支那茶,+0.000,中性,,,
M.1778545603.A.998#018,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,看到也買了一罐,+0.000,中性,,,
M.1778545603.A.998#019,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,產地支那so what?有任何不爽的歡迎跟統一投訴靠杯齁呵呵,+0.000,中性,,,
M.1778545603.A.998#021,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,剛在小七看母子討論這款茶哈哈（鋪貨很多）茶飲這麼多何喝中國茶,+0.000,中性,,,
M.1778545603.A.998#022,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,東京很熱茶包含稅,+0.000,中性,,,
M.1778545603.A.998#023,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,其他不說，正山小種一直都是中國茶…在英國買也是中國茶,+0.000,中性,,,
M.1778545603.A.998#024,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,這裡不是政治版好嗎，拜託,+0.000,中性,,,
M.1778545603.A.998#027,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,謝謝,+0.000,中性,,,
M.1778545603.A.998#028,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,支吹什麼都能吹 吹不出來就幫人家帶帽子:),+0.000,中性,,,
M.1778545603.A.998#031,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,比起越南茶混台茶還得名 至少誠實標,+0.000,中性,,,
M.1778545603.A.998#032,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,"翻了幾篇葉佩雯新聞,連完全沒寫到產地哪來的",+0.000,中性,,,
M.1778545603.A.998#041,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,喝過了還好,+0.000,中性,,,
M.1778545603.A.998#048,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,喝個好茶都要逼人選邊站 台灣怎麼變成這個樣子,+0.000,中性,,,
M.1778545603.A.998#053,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,阿智：你要被青鳥攻擊了,+0.000,中性,,,
M.1778545603.A.998#056,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,像烏梅汁感覺好可怕,+0.000,中性,,,
M.1778545603.A.998#058,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,這款的確不好喝,+0.000,中性,,,
M.1778545603.A.998#059,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,wwwww正三小 哈哈哈哈,+0.000,中性,,,
M.1778545603.A.998#061,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,這罐他媽的有夠難喝,+0.000,中性,,,
M.1778545603.A.998#066,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,中國茶,+0.000,中性,,,
M.1778545603.A.998#067,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,某c臭名遠播網軍分身對中國茶有啥意見?有種投訴統一呵呵,+0.000,中性,,,
M.1778545603.A.998#070,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,沒真正正山小種味，還不如農夫山泉茉莉也不行,+0.000,中性,,,
M.1778570182.A.7E1#008,7-11,"：紅豆丹麥吐司
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,2樓怎麼不先去確認停產沒再罵…,+0.000,中性,,,
M.1778591362.A.765#006,7-11,"：
7-11 猋師傅重量級饗宴大大大雞排 / 原價99元 特價66元",→,三塊200的樣子,+0.000,中性,,,
M.1778591362.A.765#015,7-11,"：
7-11 猋師傅重量級饗宴大大大雞排 / 原價99元 特價66元",→,沒氣炸鍋就去買阿沒錢逆?=,+0.000,中性,,,
M.1778671237.A.AE3#000,全家,"：
全家 FamilyMart x 大埔鐵板燒 爆炒雞丁飯 / $99",→,好心人，還給70分,+0.000,中性,,,
M.1778671237.A.AE3#010,全家,"：
全家 FamilyMart x 大埔鐵板燒 爆炒雞丁飯 / $99",→,app搶6折券買到 肉幾塊很少 味道很重,+0.000,中性,,,
M.1778688997.A.D89#003,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,吃造型的,+0.000,中性,,,
M.1778688997.A.D89#004,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,多了一道捲起來的手續費,+0.000,中性,,,
M.1778688997.A.D89#005,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,名字太長了,+0.000,中性,,,
M.1778688997.A.D89#006,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,全聯有類似樂連連那樣的盒裝 不過內容物基本是一樣的長卷形狀比較好入口 但是真的好少...我應該也不會重購吧,+0.000,中性,,,
M.1778688997.A.D89#010,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,名字長到看不出什麼口味,+0.000,中性,,,
M.1778688997.A.D89#011,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,10分也太慘哈哈哈,+0.000,中性,,,
M.1778688997.A.D89#013,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,這份量，做小小的隨手包不是很好嗎？,+0.000,中性,,,
M.1778688997.A.D89#015,全家,"：多力多滋爆脆捲爆蒜濃蝦口味玉米捲
/40元

        
(區域型商品請",→,名字好長+1,+0.000,中性,,,
M.1778711367.A.453#001,7-11,"：
(區域型商品請註明 試吃試用品請標示價格0元)

鴨肉捲餅：79元
京醬肉絲",→,https://i.mopix.cc/VmrKGt.jpg,+0.000,中性,,,
M.1778711367.A.453#004,7-11,"：
(區域型商品請註明 試吃試用品請標示價格0元)

鴨肉捲餅：79元
京醬肉絲",→,我甚至沒看到鴨肉 第二次看才發現有鴨肉,+0.000,中性,,,
M.1778711367.A.453#005,7-11,"：
(區域型商品請註明 試吃試用品請標示價格0元)

鴨肉捲餅：79元
京醬肉絲",→,至少鴨肉比甜麵醬多XD,+0.000,中性,,,
M.1778711367.A.453#011,7-11,"：
(區域型商品請註明 試吃試用品請標示價格0元)

鴨肉捲餅：79元
京醬肉絲",→,最近一直去找都沒找到欸,+0.000,中性,,,
M.1778711367.A.453#019,7-11,"：
(區域型商品請註明 試吃試用品請標示價格0元)

鴨肉捲餅：79元
京醬肉絲",→,想吃捲餅,+0.000,中性,,,
M.1778738488.A.4AF#009,7-11,"：新品促銷期間一瓶35元
        
(區域型商品請註明 試吃試用品請標示",→,到處都是早餐店，不需要聯名吧,+0.000,中性,,,
M.1778738488.A.4AF#019,7-11,"：新品促銷期間一瓶35元
        
(區域型商品請註明 試吃試用品請標示",→,看到美而美很想喝 但沒想到評價這麼低,+0.000,中性,,,
M.1778745065.A.BF9#008,7-11,：BF薄荷岩鹽檸檬糖/35,→,爬山也適合,+0.000,中性,,,
M.1777705033.A.7A2#001,全家,"：
貝納頌 (警告!!) 茶韻拿鐵 特價39",→,哈哈哈,+0.000,中性,,,
M.1777705033.A.7A2#004,全家,"：
貝納頌 (警告!!) 茶韻拿鐵 特價39",→,改名薑茶拿鐵比較符合,+0.000,中性,,,
M.1777784320.A.A01#001,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,今天全家人手一支,+0.000,中性,,,
M.1777784320.A.A01#002,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,加盟店一堆擠的小不拉機，搞得都不想去買,+0.000,中性,,,
M.1777784320.A.A01#008,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,起司蛋糕無敵,+0.000,中性,,,
M.1777784320.A.A01#013,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,泰奶就是要很甜啊!,+0.000,中性,,,
M.1777784320.A.A01#017,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,立頓奶茶味太讓人出戲了,+0.000,中性,,,
M.1777784320.A.A01#021,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,想吃木瓜+泰奶口味 好特別,+0.000,中性,,,
M.1777784320.A.A01#024,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,還行,+0.000,中性,,,
M.1777784320.A.A01#028,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,https://i.mopix.cc/Jd0C0R.jpg,+0.000,中性,,,
M.1777784320.A.A01#029,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",→,全家這次的口味輸7...,+0.000,中性,,,
M.1777800924.A.99F#000,7-11,"：
雙腸大亨堡   75",→,特價??   pass,+0.000,中性,,,
M.1777800924.A.99F#004,7-11,"：
雙腸大亨堡   75",→,實體感受，9成的店面沒有芥末醬或是酸黃瓜醬，我家隔壁的永遠只有番茄醬跟關東煮醬,+0.000,中性,,,
M.1777800924.A.99F#007,7-11,"：
雙腸大亨堡   75",→,我這邊是永遠看不到甜辣醬,+0.000,中性,,,
M.1777800924.A.99F#008,7-11,"：
雙腸大亨堡   75",→,我這邊只有甜辣醬,+0.000,中性,,,
M.1777800924.A.99F#009,7-11,"：
雙腸大亨堡   75",→,我這邊什麼醬通通都沒有只有 熱狗 麵包,+0.000,中性,,,
M.1777800924.A.99F#011,7-11,"：
雙腸大亨堡   75",→,熱狗都拿了 結果按不出優惠  還不能放回去 有夠不爽以後再也不碰這種熱食優惠了,+0.000,中性,,,
M.1777872784.A.E01#002,全家,：茉莉茶園 紅柚淺焙  $28元（嚐鮮價）,→,nice!,+0.000,中性,,,
M.1777872784.A.E01#012,全家,：茉莉茶園 紅柚淺焙  $28元（嚐鮮價）,→,夏天喝水比較實在吧,+0.000,中性,,,
M.1777893021.A.2B4#001,全家,：「泰式奶茶x起司蛋糕霜淇淋 兩支55元,→,綜合真的有木瓜牛奶感 很神奇,+0.000,中性,,,
M.1777893021.A.2B4#006,全家,：「泰式奶茶x起司蛋糕霜淇淋 兩支55元,→,笑鼠也太神奇..全家所謂泰奶實際是木瓜牛奶口味有創意XD,+0.000,中性,,,
M.1777896571.A.455#001,全家,"：泰式奶茶霜淇淋 兩支55
        
(區域型商品請註明 試吃試用品請標",→,明天下大雨吃冰去,+0.000,中性,,,
M.1777896571.A.455#002,全家,"：泰式奶茶霜淇淋 兩支55
        
(區域型商品請註明 試吃試用品請標",→,我今天來吃吃看,+0.000,中性,,,
M.1777896571.A.455#004,全家,"：泰式奶茶霜淇淋 兩支55
        
(區域型商品請註明 試吃試用品請標",→,是立頓奶茶味,+0.000,中性,,,
M.1777896571.A.455#017,全家,"：泰式奶茶霜淇淋 兩支55
        
(區域型商品請註明 試吃試用品請標",→,簽名檔咖啡店是哪家？,+0.000,中性,,,
M.1777896571.A.455#022,全家,"：泰式奶茶霜淇淋 兩支55
        
(區域型商品請註明 試吃試用品請標",→,木瓜牛奶+1,+0.000,中性,,,
M.1777962834.A.ADB#011,全家,"：
   健康志向x船井生醫 玉米鬚茶
   健康志向x船井生醫 纖維粉米米花經",→,還蠻好喝的,+0.000,中性,,,
M.1777969538.A.D38#002,7-11,"：鹽烤麻辣雞心 / 55

(區域型商品請註明 試吃試用品請標示價格0元)",→,看來是不太辣,+0.000,中性,,,
M.1777969538.A.D38#016,7-11,"：鹽烤麻辣雞心 / 55

(區域型商品請註明 試吃試用品請標示價格0元)",→,感覺很下飯哈哈,+0.000,中性,,,
M.1777969538.A.D38#018,7-11,"：鹽烤麻辣雞心 / 55

(區域型商品請註明 試吃試用品請標示價格0元)",→,https://i.imgur.com/aeC3vra.jpeg之前打折一次買兩包 真的是雞心自由 超爽,+0.000,中性,,,
M.1777969538.A.D38#049,7-11,"：鹽烤麻辣雞心 / 55

(區域型商品請註明 試吃試用品請標示價格0元)",→,感覺好適合今天宵夜….QwQ,+0.000,中性,,,
M.1778038540.A.9E9#003,全家,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",→,紐澳良漲價到友善食光我都快買不下手QQ,+0.000,中性,,,
M.1778038540.A.9E9#009,全家,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",→,價格也好多,+0.000,中性,,,
M.1778038540.A.9E9#017,全家,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",→,感謝分想 會想吃吃看,+0.000,中性,,,
M.1778038540.A.9E9#019,全家,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",→,推文網軍也太多,+0.000,中性,,,
M.1778038540.A.9E9#021,全家,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",→,紐奧良烤雞一生推,+0.000,中性,,,
M.1778038540.A.9E9#025,全家,"：好多蛋59$/鮪魚起司溏心蛋45$
第二件六折",→,ㄟ可惜有芥末 然後芹菜不管出現在哪都無法接受==,+0.000,中性,,,
M.1778050717.A.6A8#001,全家,"：
貝納頌 蜜香堅果風味    35元",→,....味全會不會繼續被抵制呢,+0.000,中性,,,
M.1778050717.A.6A8#002,全家,"：
貝納頌 蜜香堅果風味    35元",→,感覺很普,+0.000,中性,,,
M.1778050717.A.6A8#005,全家,"：
貝納頌 蜜香堅果風味    35元",→,熟悉的味全最對味,+0.000,中性,,,
M.1778050717.A.6A8#007,全家,"：
貝納頌 蜜香堅果風味    35元",→,頂新靠大家消費才能獲利,+0.000,中性,,,
M.1778295011.A.501#000,7-11,：草莓夾心麵包/25,→,成分如何？,+0.000,中性,,,
M.1778295011.A.501#005,7-11,：草莓夾心麵包/25,→,包裝丟了 只剩全家的袋子 成分表拍給你參考https://i.mopix.cc/NPm9Lg.jpg,+0.000,中性,,,
M.1778295011.A.501#007,7-11,：草莓夾心麵包/25,→,我吃起來印象是全家蒟蒻顆粒比較無感,+0.000,中性,,,
M.1778306112.A.22E#000,7-11,：柱侯牛腱飯 109元,→,"相""見""=",+0.000,中性,,,
M.1778306112.A.22E#001,7-11,：柱侯牛腱飯 109元,→,看來就70元紅燒牛肉飯多一兩顆青花椰菜換皮漲價N次的結果,+0.000,中性,,,
M.1778306112.A.22E#006,7-11,：柱侯牛腱飯 109元,→,70先變89的樣子，跟綠咖哩飯一樣,+0.000,中性,,,
M.1777422259.A.87A#007,全家,：FMC系列商品三件+59元加購,→,今年的更可愛！,+0.000,中性,,,
M.1777422259.A.87A#008,全家,：FMC系列商品三件+59元加購,→,今年的更可愛+1 這個放角落感覺很可愛,+0.000,中性,,,
M.1777422259.A.87A#011,全家,：FMC系列商品三件+59元加購,→,以為是樂高,+0.000,中性,,,
M.1777422259.A.87A#012,全家,：FMC系列商品三件+59元加購,→,昨天有看到門市放了7盒在架上,+0.000,中性,,,
M.1777430896.A.257#002,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,說真的饅頭夾蛋常見於中式早餐不用分是誰獨創沒必要吧?=,+0.000,中性,,,
M.1777430896.A.257#004,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,店面沒看過，只有燒餅夾蛋跟飯糰加蛋,+0.000,中性,,,
M.1777430896.A.257#009,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,微波不會硬掉好神奇,+0.000,中性,,,
M.1777430896.A.257#010,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,這商品名是夾豬排，不是夾蛋,+0.000,中性,,,
M.1777430896.A.257#011,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,少打也要挑語病呵呵=,+0.000,中性,,,
M.1777430896.A.257#013,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,嘖嘖就單純表達意見而已不知有啥好吵的呵呵?=,+0.000,中性,,,
M.1777430896.A.257#014,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,感謝開箱~~,+0.000,中性,,,
M.1777430896.A.257#017,7-11,"：阜杭豆漿 饅頭夾豬排蛋 69元
(現在有1點OP+62)
        
(",→,笑鼠獨眼龍WTF盡量回嘴碎念齁我才懶的理你根本莫名其妙=,+0.000,中性,,,
M.1777436690.A.C51#004,全家,"：99
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,有包手欸 而且直接說全高小辣,+0.000,中性,,,
M.1777436690.A.C51#011,全家,"：99
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,熱量不到600???,+0.000,中性,,,
M.1777436690.A.C51#013,全家,"：99
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,今天有六折券,+0.000,中性,,,
M.1777436690.A.C51#014,全家,"：99
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,推炒麵 374大卡 200g的高麗菜 豆芽菜,+0.000,中性,,,
M.1777436690.A.C51#025,全家,"：99
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,兩家都同期推出類似對打 是平常有在互探內情嗎,+0.000,中性,,,
M.1777459197.A.BAF#007,全家,：山葵生鮪魚泥脆卷/42,→,不想跟腸胃對賭，生食的友善時光不會想拿,+0.000,中性,,,
M.1777459197.A.BAF#010,全家,：山葵生鮪魚泥脆卷/42,→,教學真詳細,+0.000,中性,,,
M.1777459197.A.BAF#013,全家,：山葵生鮪魚泥脆卷/42,→,不敢吃超商生食,+0.000,中性,,,
M.1777525415.A.08A#010,7-11,"：十六茶 水果茶 / $35
  (區域型商品請註明 試吃試用品請標示價格0元)",→,跟傳統水果茶完全是不一樣的東西，只喝幾口就丟了，整個喝不慣,+0.000,中性,,,
M.1777525415.A.08A#011,7-11,"：十六茶 水果茶 / $35
  (區域型商品請註明 試吃試用品請標示價格0元)",→,整篇跟推文超ya,+0.000,中性,,,
M.1777525415.A.08A#021,7-11,"：十六茶 水果茶 / $35
  (區域型商品請註明 試吃試用品請標示價格0元)",→,這款超難喝……我跟我弟一致評價就是噴,+0.000,中性,,,
M.1777534800.A.3CA#000,全家,：抹茶菠蘿/45,→,感覺值得試試,+0.000,中性,,,
M.1777555445.A.FEA#001,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,今天才剛吃原價，只能說醬蠻像的，其他就…..,+0.000,中性,,,
M.1777555445.A.FEA#010,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,勇者推 這個有券我也不會買,+0.000,中性,,,
M.1777555445.A.FEA#012,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,目前全家 狠飽 系列在我心中評價都不好，先看別人吃完感想，不會每款都試了,+0.000,中性,,,
M.1777555445.A.FEA#015,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,哈哈哈,+0.000,中性,,,
M.1777555445.A.FEA#018,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,沒肉還賣99...,+0.000,中性,,,
M.1777555445.A.FEA#019,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,這個賣40都嫌貴的人，那大家很需要你分享你不嫌貴的店家,+0.000,中性,,,
M.1777555445.A.FEA#022,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,超出的價格就當方便充飢的代價吧,+0.000,中性,,,
M.1777555445.A.FEA#025,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,pass ! 感謝滅火,+0.000,中性,,,
M.1777555445.A.FEA#037,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,99驚人,+0.000,中性,,,
M.1777555445.A.FEA#038,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,今天吃 蒜+黑胡椒重口味鐵板麵 $60還行  原價母湯X,+0.000,中性,,,
M.1777555445.A.FEA#039,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,應該把封膜上的包手師拍出來，這樣才夠大埔,+0.000,中性,,,
M.1777555445.A.FEA#044,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,豆芽菜這麼多…,+0.000,中性,,,
M.1777566232.A.E88#000,萊爾富,"：椒麻雞飯109元/即期品76
        
(區域型商品請註明 試吃試用品",→,萊爾富是惜福食堂，7折應該是$76？,+0.000,中性,,,
M.1777608345.A.AB2#000,7-11,"：
89
OP+1 79",→,昨天有看到泡芙在吃，這應該是走粗飽路線的吧,+0.000,中性,,,
M.1777608345.A.AB2#004,7-11,"：
89
OP+1 79",→,所以實重幾克？有超過300克？,+0.000,中性,,,
M.1777613273.A.0BF#003,全家,"：黑胡椒豬肉炒麵麵包

原價65 app優惠券39",→,pass ! 感謝滅火,+0.000,中性,,,
M.1777613273.A.0BF#008,全家,"：黑胡椒豬肉炒麵麵包

原價65 app優惠券39",→,整篇負評...我就問幕後全家PD團隊味蕾要爛到何時啦虫合=,+0.000,中性,,,
M.1777628609.A.A2D#001,全家,"：直立式發光招牌吊飾
消費滿688送的",→,pass,+0.000,中性,,,
M.1777628609.A.A2D#012,全家,"：直立式發光招牌吊飾
消費滿688送的",→,有星星太陽的一定要搜集,+0.000,中性,,,
M.1777628609.A.A2D#026,全家,"：直立式發光招牌吊飾
消費滿688送的",→,星星超可愛的！！,+0.000,中性,,,
M.1777637615.A.CFB#008,全家,：全家場景積木 鹼性離子水款 加購價59元,→,去年的結構比今年好，今年的亮點可能就小花吧,+0.000,中性,,,
M.1776688011.A.F8B#000,7-11,"：
49",→,就是銀絲卷...夾肉鬆呢?,+0.000,中性,,,
M.1776688011.A.F8B#005,7-11,"：
49",→,誠實啊 聯名鷹牌售價+20你要買?,+0.000,中性,,,
M.1776688011.A.F8B#006,7-11,"：
49",→,就是銀絲卷就對了,+0.000,中性,,,
M.1776688011.A.F8B#008,7-11,"：
49",→,本土廠牌為何不能聯名？,+0.000,中性,,,
M.1776688011.A.F8B#012,7-11,"：
49",→,實拍圖看起來比想像中美味很多，下次買,+0.000,中性,,,
M.1776688011.A.F8B#013,7-11,"：
49",→,"12F...""饞""=",+0.000,中性,,,
M.1776751927.A.6B2#000,萊爾富,：77乳加星球含餡巧克力,→,格式,+0.000,中性,,,
M.1776751927.A.6B2#011,萊爾富,：77乳加星球含餡巧克力,→,想屯!! 但是方圓6KM 沒有萊爾富!,+0.000,中性,,,
M.1776751927.A.6B2#013,萊爾富,：77乳加星球含餡巧克力,→,蝦皮直營買，那個171g99元，常常買一包折扣後不用80元,+0.000,中性,,,
M.1776860735.A.7C1#005,全家,：醬油生鮭脆卷/42,→,有看過本體就知道，比巴掌還短,+0.000,中性,,,
M.1776860735.A.7C1#007,全家,：醬油生鮭脆卷/42,→,沒有，不會嗆,+0.000,中性,,,
